name,begin_date_year,type,tag_name,tag_count
Catholic Discipline,1979,2,punk,1
Cathy Fink and Marcy Marxer,1983,2,folk,1
Catscan!,2000,2,pop,1
Cattle Decapitation,1996,2,death metal,1
Cattle Extermination,2005,2,death metal,1
Cause,2004,2,rock,1
Cause for Alarm,1982,2,punk,1
Caustic,1992,2,death metal,1
Caustic Soda,1994,2,punk,1
Cavalera Conspiracy,2007,2,death metal,1
Cavu,2016,2,alternative,1
CB Mass,1997,2,hip-hop,1
CDM,2011,2,rap,1
Cecille Grey,2008,2,folk,1
CeDigest,2004,2,electronic,1
Ceiling Demons,2011,2,alternative,1
Celestia,1995,2,black metal,1
Cellar Door Moon Crow,2015,2,rock,1
Celtic Frost,1984,2,black metal,1
Celtic Woman,2004,2,classical,1
Cemeterial,2004,2,symphonic black metal,1
Cemetery,1997,2,death metal,1
Cemetery of Scream,1993,2,doom metal,1
Cemiyette Pişiyorum,2000,2,punk,1
Cenk,2004,2,punk,1
Cenobites,1994,2,psychobilly,1
Cenotaph,1994,2,grindcore,1
Censur,1982,2,punk,1
Centinex,1990,2,death metal,2
Centrefolds,2010,2,rock,1
Cephalic Impurity,2007,2,grindcore,1
Cerebral Turbulency,1993,2,death metal,1
Ceremony,2005,2,hardcore punk,1
CETI,1989,2,heavy metal,1
Chad & Jeremy,1960,2,folk,1
Chainsaw,1976,2,punk,1
Chairlift,2006,2,indie pop,1
Chairmen of the Board,1967,2,soul,1
Chairmen of the Bored,2011,2,punk,1
Chaka Demus & Pliers,1992,2,dancehall,1
Chalice of Doom,2010,2,death metal,1
Chamber - L’Orchestre de Chambre Noir,1998,2,chamber music,1
Champion,1999,2,hardcore punk,1
Chance's End,2000,2,electronica,1
Changing Skins,2009,2,alternative,1
Channel 3,1980,2,punk,1
Chaos,1996,2,electro,1
Chaos Data,2008,2,industrial,1
Chaos UK,1979,2,punk,1
Chaos Z,1980,2,punk,2
Chaosbaphomet,2001,2,black metal,1
Chapa C,2004,2,pop,1
Charge 69,1993,2,punk,1
Charlie's Frontier Fun Town,2010,2,stoner metal,1
Charlotte Marshall and the 45s,2014,2,soul,1
Charm City Devils,2009,2,hard rock,1
Charnier,2000,2,death metal,1
Chase & Status,2003,2,electronic,2
Chastain,1984,2,heavy metal,1
Chat Noir,2001,2,jazz,1
Chatham County Line,1999,2,bluegrass,2
Che Sudaka,2002,2,reggae,1
Cheap Girls,2007,2,power pop,1
Cheap Trick,1973,2,power pop,2
Cheap Wine,2011,2,rock,1
CheeryCherrily,2010,2,alternative,1
Cheetah Chrome Motherfuckers,1979,2,punk,1
Chefdenker,2002,2,punk,1
Chelsea,1976,2,punk,1
Chemical People,1987,2,punk,1
Cherish,2003,2,r&b,1
Cherish the Ladies,1985,2,folk,3
Cherished,2008,2,deathcore,1
Cherry Filter,1997,2,rock,1
Cherry Ghost,2005,2,folk,1
"Cherry Head, Cherry Heart",2012,2,pop,1
Cherry Poppin’ Daddies,1989,2,rock,1
Chesapeake,1994,2,folk,1
Chet Vincent & The Big Bend,2008,2,rock,1
Chevelle,1994,2,alternative metal,2
CHEW LiPS,2008,2,electronic,1
Cheyenne,1972,2,disco,1
Chibuku,1998,2,punk,1
Chic,1976,2,disco,1
Chicago,1967,2,rock,2
Chicken Shack,1965,2,blues,1
Chihuahua,1982,2,punk,2
Child,2012,2,rock,1
Child Abuse,1977,2,punk,1
Children of Bodom,1997,2,death metal,1
Children on Stun,1991,2,rock,1
Chilliwack,1970,2,rock,1
Chimaira,1998,2,metalcore,1
Chimp Change,2010,2,punk,1
Chimpshed A.D.,2013,2,alternative,1
China Crisis,1979,2,art rock,1
China Drum,1989,2,punk,1
China Syndrome,2004,2,power pop,1
Chiwawa,1994,2,alternative,1
Chixdiggit!,1991,2,punk,2
Chocolate,1993,2,punk,1
Chocolate Milk,1974,2,funk,1
Chokebore,1992,2,indie rock,1
Cholane,1982,2,heavy metal,1
Chopper,1994,2,punk,1
Christ Denied,1994,2,death metal,1
Christ on a Crutch,1983,2,punk,1
Christ on Parade,1985,2,punk,1
Christgory,1991,2,black metal,1
Christian Death,1979,2,rock,1
Christian Mistress,2008,2,heavy metal,1
Christie,1969,2,rock & roll,1
CHROM,2007,2,electronic,1
Chromeo,2001,2,electronic,0
Chron Gen,1978,2,punk,1
Chthe'ilist,2010,2,death metal,1
ChthoniC,1995,2,death metal,2
Chumbawamba,1982,2,punk,1
Chumped,2013,2,punk,1
"Chunk! No, Captain Chunk!",2008,2,metalcore,1
Church of Misery,1995,2,doom metal,3
Church of the Dead,2012,2,death metal,1
Chuzpe,1977,2,punk,1
Cicatriz,1984,2,punk,1
Cipher,1996,2,punk,1
Circa Survive,2004,2,emo,1
Circadian,2007,2,rock,1
Circle II Circle,2002,2,heavy metal,1
Circle Jerks,1979,2,punk,2
Circle of Dust,1988,2,industrial metal,1
Circle of Silence,2005,2,power metal,1
Circle of Sin,1983,2,punk,1
Circle Takes the Square,2000,2,screamo,1
Circuit Chase,2008,2,indie rock,1
Circus Envy,2005,2,folk,1
Circus Maximus,2000,2,progressive metal,2
Cirith Gorgor,1993,2,black metal,1
cirKus,2004,2,trip hop,1
Cirse,2003,2,alternative,1
Cith,2013,2,rock,1
Citizen Fish,1989,2,punk,2
Citizens Arrest,1989,2,punk,1
Citizens of Ice Cream,2005,2,rock,1
Citizens!,2010,2,indie rock,1
City-X,1979,2,punk,1
Civet,1999,2,punk revival,1
Civil Disobedience,1992,2,punk,1
Civil Simian,2014,2,funk,1
Civil Twilight,2005,2,indie rock,1
Civil War,2012,2,power metal,1
CKY,1998,2,alternative,1
Claim the Throne,2004,2,death metal,1
Clair de Lune Morte,2002,2,doom metal,1
Claire Voyant,1995,2,dream pop,2
Clairy Browne & The Bangin' Rackettes,2009,2,soul,1
Clan,2012,2,retro rock,1
Clan of Xymox,1984,2,rock,1
Clandestine Blaze,1998,2,black metal,2
Clannad,1970,2,folk,2
Class A'z,2005,2,hip-hop,1
Class of ’99,1999,2,rock,1
Class of Thirteen,2008,2,punk,1
Class War,1986,2,punk,1
Classix Nouveaux,1979,2,new romantic,1
CLASSIXX,2009,2,electronic,1
Claustrophobia,2006,2,black metal,1
Claw Boys Claw,1983,2,rock,1
Clayborn,2001,2,rock,1
Clazziquai Project,2001,2,electronic,1
Clean Bandit,2009,2,house,1
Cleansing the Damned,2010,2,industrial metal,1
Cleavers,2011,2,punk,1
Clem Snide,1991,2,country,1
Cleopatra,1998,2,pop,1
Click Click Drone,2012,2,industrial,1
Client,2002,2,electronic,2
Climat,2009,2,rock,1
Climatic Terra,2004,2,death metal,1
Climax Blues Band,1968,2,blues,1
Clinic,1997,2,rock,1
Clique Girlz,2004,2,pop,1
Close Combat,2002,2,punk,1
Closure,2002,2,rock,1
Cloud Caverns,2013,2,folk,1
Cloud Cult,1995,2,indie pop,2
Cloud Nothings,2009,2,noise rock,1
Cloudcycle,2009,2,electronica,1
Cloudkicker,2007,2,progressive metal,1
Clouds Taste Satanic,2013,2,doom metal,1
Cloudscape,2001,2,progressive metal,1
Clouseau,1984,2,pop,1
Club House,1983,2,italo disco,1
Club Merano,2010,2,psychedelic pop,1
Cluster Bomb Unit,1990,2,punk,1
Clutch,1990,2,blues rock,1
C-Mon & Kypski,2000,2,turntablism,1
CMX,1985,2,hardcore punk,2
CNBLUE,2009,2,pop,1
COALTAR OF THE DEEPERS,1991,2,shoegaze,1
Coat of Arms,1986,2,alternative,1
Cobalt,2003,2,black metal,2
Cobold Chrysalis,1998,2,edm,1
Cobra,1982,2,punk,1
Cobra Skulls,2005,2,punk,1
Coca Carola,1986,2,punk,1
Coche Bomba,1992,2,punk,1
Cock Sparrer,1974,2,punk,1
Cockney Rejects,1979,2,punk,1
Cocoa Futures,2015,2,pop,1
Cocoon,2006,2,folk,2
CocoRosie,2003,2,folk,1
Cocteau Twins,1981,2,dream pop,6
Code of Silence,2011,2,power metal,1
code;playork,2008,2,rap rock,1
Codename: Rocky,1997,2,ska,1
Cody Logan's Playroom,2016,2,noise pop,1
Coffee & Wine,2004,2,country,1
Coffins,1996,2,doom metal,1
Coheed and Cambria,2001,2,progressive metal,1
Coil,1983,2,dark ambient,2
Cojoba,2001,2,punk,1
Cola Freaks,2006,2,garage punk,1
Colajets,2007,2,rock,1
Cold,1996,2,alternative metal,1
Cold Abyss,2011,2,black metal,1
Cold Chisel,1973,2,hard rock,1
Cold Cold Ground,2004,2,industrial metal,1
Cold Empty Universe,2008,2,black metal,1
Cold in Berlin,2010,2,rock,1
Cold of Tombstone,2010,2,black metal,1
Cold Passion,1991,2,doom metal,1
Cold Therapy,2012,2,industrial,1
Cold War Kids,2004,2,indie rock,1
Cold Warning,1996,2,electronic,1
Coldplay,1996,2,rock,4
Collage,1966,2,folk,1
Collapsed Lung,1992,2,britpop,1
Collectif Boz Productionz,2012,2,hip-hop,1
Collective Soul,1992,2,hard rock,1
Collegium Vocale Gent,1970,2,classical,1
Colonel Claypool’s Bucket of Bernie Brains,2002,2,funk metal,1
Color Me Badd,1987,2,new jack swing,1
Colorbred,2015,2,experimental rock,1
Colored Moth,2013,2,punk,1
Coloureds,2008,2,electro,1
Columbus,2013,2,emo,1
Comanchero,2003,2,americana,1
Comando Suicida,1984,2,punk,1
Combat 84,1981,2,punk,1
Combat Shock,1994,2,punk,1
Combichrist,2003,2,industrial,1
Combine the Victorious,2007,2,electronic,1
COMEBACK MY DAUGHTERS,1998,2,rock,1
Coming Soon,2006,2,rock,1
Commit Samantha,2013,2,rock,1
Commodores,1968,2,funk,1
Common Gods,2012,2,death metal,1
Communic,2003,2,heavy metal,1
Communion of Thieves,2010,2,punk,1
Compact Pussycat,1993,2,punk,1
Company,2001,2,punk,1
Company Flow,1992,2,rap,1
Compromise Blue,1988,2,blues,1
Comus,1968,2,progressive folk,1
Con Brio,2008,2,rock,1
Conan,2006,2,heavy metal,1
Concertina,2013,2,heavy metal,1
Concerto Moon,1996,2,power metal,1
Concord Dawn,1999,2,electronic,1
Concrete Swine,2010,2,rock,1
Concrete Wildlife,2014,2,alternative pop,1
Condemned 84,1980,2,punk,1
Condemned to Death,1983,2,punk,1
Conductors,2010,2,alternative,1
Confession,2008,2,hardcore punk,1
Conflict,1981,2,punk,1
Confusa,2005,2,punk,1
Consciousness Removal Project,2004,2,sludge metal,1
Conspirator,2000,2,death metal,1
Constance,2010,2,dubstep,1
Constancia,2008,2,heavy metal,1
Consumed,1994,2,punk,2
Contempt,1984,2,punk,1
Contra La Contra,2000,2,punk,1
Contravene,1999,2,punk,1
Contrazione,1983,2,punk,1
Control Machete,1996,2,hip-hop,1
Controlled Bleeding,1979,2,industrial,1
Converge,1990,2,hardcore punk,1
Conxious,1991,2,rock,1
Cool Cavemen,2004,2,alternative metal,1
Cooter,1996,2,punk,1
Cop Bar,2011,2,grindcore,1
Cop Shoot Cop,1987,2,industrial,1
Copernic,2013,2,rock,1
Corb Lund and the Hurtin' Albertans,1995,2,folk,1
Cordelia's Dad,1987,2,folk,1
Corduroy,1991,2,acid jazz,1
Core Wizard and Dark Master,2009,2,electronica,1
Corey Mwamba | Dave Kane | Joshua Blackmore,2008,2,jazz,1
CORPORAIN,2013,2,rock,1
Corpse Molesting Pervert,2002,2,grindcore,1
Corpus Christi,2002,2,metalcore,1
Corpus Delicti,1991,2,rock,1
Corroded,2004,2,hard rock,1
Corrosion of Conformity,1982,2,punk,1
Corrupted,1994,2,sludge metal,1
Corrupted Ideals,1988,2,punk,1
Cortex,1980,2,punk,1
Corubo,1999,2,black metal,1
Corvus Stone,2012,2,prog rock,1
COSM,2004,2,art rock,1
Cosmetics,2008,2,electronic,1
Cosmic Atrophy,2008,2,death metal,1
Cosmic Fools,2004,2,blues,1
Cosmic Gate,1998,2,trance,2
Cosmic Mind Warp,1994,2,electronica,1
Cosmic Psychos,1982,2,punk,1
Couchdivers,2003,2,punk,1
Couleur Locale,2009,2,rock,1
Coull Quartet,1974,2,classical,1
Count Absurdo,2014,2,doom metal,1
Count Five,1964,2,garage rock,1
Countdown,1996,2,progressive metal,1
Counting Crows,1991,2,folk rock,2
Country Joe and the Fish,1965,2,acid rock,1
Counts of the Netherworld,2008,2,rock,1
Courts,2009,2,funk,0
CousCous,2011,2,pop,1
Cousin Buzz,2013,2,indie rock,1
Cousins,2006,2,rock,1
Covenant,1989,2,electronic,1
Cowboy Junkies,1985,2,folk,1
Cowboy Mouth,1990,2,rock,1
Coy Cub,2015,2,punk,1
Crack the Sky,1975,2,funk,1
Crackdust,2006,2,death metal,1
Cracked Actors,1999,2,punk,1
Cracker,1991,2,indie rock,1
Cradle of Filth,1991,2,black metal,3
Craft,1994,2,black metal,1
Craft Spells,2010,2,dream pop,1
Cranes,1986,2,dream pop,1
Crash Course in Science,1979,2,new wave,1
Crashdïet,2000,2,glam rock,1
Crass,1977,2,hardcore punk,1
Crawdad Republic,2012,2,bluegrass,1
CRAZE,1994,2,hard rock,1
Crazy Arm,2005,2,punk,1
CRAZY DIAMOND,2001,2,rock,1
Cream,1966,2,blues rock,3
Creaming Jesus,1988,2,punk,1
Creed,1995,2,rock,2
Creedence Clearwater Revisited,1995,2,swamp pop,1
Creeping Devil Cactus,2010,2,stoner metal,1
Creme Planet 2000,1995,2,pop,1
Crescent Shield,2000,2,heavy metal,1
Cressida,1969,2,folk,1
Crime,1976,2,punk,1
Crime & the City Solution,1977,2,post punk,1
Crimpshrine,1982,2,punk,1
Crimson Glory,1982,2,heavy metal,1
Crimson Orchid,2003,2,metalcore,1
Crimson Relic,1995,2,death metal,1
Crimson Shadows,2006,2,death metal,1
Cringer,1985,2,punk,1
Cripple Bastards,1988,2,grindcore,2
Crise Total,1983,2,punk,1
Crisis,1977,2,punk,1
Critical Mass,1992,2,rocksteady,1
Crocodile God,1992,2,punk,1
Crocodiles,2008,2,noise pop,1
Crooked Chiefs,2013,2,ska,1
Crooked Fingers,1998,2,alternative,1
Crooked Still,2001,2,folk,1
"Crosby, Stills & Nash",1968,2,folk rock,2
"Crosby, Stills, Nash & Young",1969,2,folk rock,2
Cross the Border,2007,2,folk rock,1
Cross Vault,2013,2,doom metal,1
Crossfaith,2006,2,industrial metal,1
Crossroad,1979,2,hard rock,1
Crow,1967,2,blues rock,1
Crow Mother,2012,2,rock,1
Crowbar,1991,2,heavy metal,1
Crown and The M.O.B,2014,2,soul,1
Cruachan,1992,2,black metal,1
Crucified Barbara,1998,2,heavy metal,1
Crucifix,1980,2,punk,1
Cruciform,1990,2,death metal,1
Cruel Force,2008,2,black metal,1
Cruthu,2014,2,doom metal,1
Crux,1978,2,punk,1
Cry No More,1985,2,pop,1
Cry of Silence,2006,2,black metal,1
Cryo,2002,2,electronic,1
Cryostatic Dream,2012,2,progressive metal,1
Crypt of Silence,2009,2,doom metal,1
Crypt Trip,2013,2,hard rock,1
Cryptic Vomit,2000,2,death metal,1
Crypticus,1996,2,death metal,1
Crystal Abyss,1998,2,symphonic black metal,1
Crystal Ball,1995,2,power metal,1
Crystal Balloon,2013,2,rock,1
Crystal Bridge,2011,2,new wave,1
Crystal Castles,2003,2,electronica,2
Crystal Dream,1993,2,rock,1
Crystal Eyes,1992,2,power metal,1
Crystal Fighters,2007,2,electronic,1
Crystal Stilts,2003,2,alternative,1
Crystal Viper,2003,2,heavy metal,1
Csejthe,2006,2,black metal,1
CSS,2003,2,indie rock,1
白目樂隊,2004,2,garage,1
Cuarteto Casals,1997,2,classical,1
Cuba,1998,2,trip hop,1
Cubanate,1992,2,industrial,1
CUD,1987,2,rock,1
Cul de Sac,1990,2,folk,1
Culcha Candela,2001,2,dancehall,1
Cult of Dom Keller,2008,2,psychedelic,1
Cult of Luna,1998,2,sludge metal,3
Cult of The Fox,2007,2,heavy metal,1
Cults,2010,2,indie pop,1
Culture Beat,1989,2,house,2
Culture Club,1981,2,pop,1
Culture Shock,1986,2,punk,1
Cumbeast,2005,2,death metal,1
Cumdeo,1994,2,doom metal,1
CunninLynguists,2000,2,rap,1
Currahee,2006,2,punk,1
Current 93,1982,2,industrial,4
Current Swell,2005,2,reggae,1
Cursed Nihil,2007,2,black metal,1
Cursive,1995,2,emo,1
Curxes,2010,2,alternative,1
Custard,1989,2,indie rock,1
CUTE CUTE DEATH,2013,2,metalcore,1
石鹸屋,2005,2,rock,1
Cyanotic,2002,2,industrial metal,1
Cybernetic Witch Cult,2013,2,rock,1
Cydocore,2006,2,death metal,1
Cygański Wiatr,2013,2,punk,1
Cymande,1971,2,funk,2
Cymbals Eat Guitars,2007,2,indie rock,1
Cypress Hill,1988,2,gangsta rap,1
czosnEk,1997,2,punk,1
Ранетки,2005,2,rock,1
Рассол,2010,2,rock,1
Реанимация,2000,2,power metal,1
Рогатые трупоеды,2001,2,death metal,1
Рок-острова,1985,2,pop,1
Руки вверх!,1996,2,pop,1
D.A.M,2013,2,death metal,1
D.Abuz System,1990,2,rap,1
d.b.s.,1992,2,punk,2
D.E.M.,1984,2,punk,1
D.I.,1982,2,punk,2
D.O.A.,1978,2,punk,2
D.R.I.,1982,2,hardcore punk,3
D.S.-13,1996,2,punk,1
D:Ream,1990,2,soul,1
С.К.А.Й.,2001,2,rock,1
Слот,2002,2,rock,1
Скипетр,2006,2,heavy metal,1
СМЕХ,1999,2,punk,1
Странные игры,1982,2,rock,1
Шлюз,1999,2,ska punk,1
Шум останнього вітру,2014,2,alternative metal,1
ЯРОСТЪ Inc.,2010,2,rap,1
ЯйцЫ Fаберже,2003,2,ska,1
ИЛ,2013,2,psychedelic,1
Индиго,2005,2,rock,1
Ива Нова,2002,2,folk,1
Би-2,1989,2,rock,1
Белфаст,2001,2,rock,1
Боевые колесницы Херсонеса,2015,2,blues rock,1
Бред С Трибуны,2004,2,metalcore,1
Вдруг,1997,2,rock,1
ВолковТрио,1995,2,classical,1
Всполох,2004,2,black metal,1
Гевал,2007,2,industrial metal,1
Градусы,2008,2,pop,1
Гражданская Оборона,1984,2,rock,1
Гуляйгород,2002,2,folk,1
Дискотека Авария,1990,2,electronic,1
До Скону,2009,2,black metal,1
Дюна,1987,2,pop,1
Лілея,1999,2,folk,1
Люди осени,2006,2,doom metal,1
Тихие улицы Греты Гарбо,2014,2,noise rock,1
Тайный Заговор,2002,2,hip-hop,1
Тараканы!,1991,2,punk,1
"Те дни прошли, их не вернуть",2015,2,emo,1
Тролль Гнёт Ель,1999,2,folk,1
Улыбайся Ветру,2012,2,emo,1
Ыве Перфоратор,2014,2,new wave,1
Чиж & Co,1994,2,rock,1
Чичерина,1997,2,rock,1
Ю.Г.,1998,2,rap,1
Епизод,1983,2,heavy metal,1
Епархия Зла,2005,2,death metal,1
Ересь,2008,2,black metal,1
ЕрЕсь,2007,2,noise rock,1
Альянс,1981,2,new wave,1
На Відміну Від,2005,2,hip-hop,1
На Краю Снов,2005,2,blues,1
НастяЗникає,2014,2,jazz,1
Ненависть,2007,2,hardcore rap,1
Нечисть,2002,2,black metal,1
Андерсон,2003,2,alternative,1
Ногу Свело!,1988,2,rock,2
Агата Кристи,1988,2,darkwave,4
Аквариум,1972,2,fusion,1
Арда,2000,2,power metal,1
Ария,1985,2,heavy metal,2
Аркаим,2007,2,folk rock,1
Артания,2007,2,symphonic black metal,1
АукцЫон,1978,2,art rock,1
D12,1996,2,hip-hop,1
Da Bush Babees,1992,2,hip-hop,1
dA JoRMaS,1994,2,electronic,1
Dødheimsgard,1994,2,black metal,1
Dødsfall,2009,2,black metal,2
Dälek,1998,2,hip-hop,1
Dämmerfarben,2005,2,doom metal,1
Dååth,2003,2,death metal,2
Déanta,1990,2,folk,2
Década 2,1980,2,industrial,1
Décembre Noir,2008,2,death metal,1
Désert Culturel,1988,2,punk,1
Dödelhaie,1982,2,punk,1
Döria,2010,2,hard rock,1
Dżem,1973,2,blues rock,1
DAAB,1983,2,reggae,1
DAB,2001,2,downtempo,1
Dackelblut,1994,2,punk,1
D-A-D,1982,2,hard rock,1
Dada Life,2006,2,progressive house,1
Daft Punk,1992,2,electronic,5
Dag Nasty,1985,2,punk,1
Dagö,1998,2,folk pop,1
Dagnir en Gwann,2006,2,black metal,1
Dagor Dagorath,2002,2,black metal,1
Dahlia's Tear,2005,2,dark ambient,2
Daily Terror,1980,2,punk,1
Daimon,2013,2,punk,1
Daisy Chainsaw,1989,2,rock,1
Dakesis,2008,2,power metal,1
DaKsha,2000,2,electronic,2
Dala,2002,2,folk,1
Dale Roska,2004,2,ska,1
Dallas Crane,1996,2,rock,1
Damnation Angels,2006,2,symphonic metal,1
Dan le Sac vs. Scroobius Pip,2007,2,electronic,1
Dan Reed Network,1984,2,funk metal,1
Danú,1996,2,folk,2
Dance Gavin Dance,2005,2,experimental rock,1
Dance Hall Crashers,1989,2,ska,1
Danger Angel,2006,2,hard rock,1
Dangermaker,2009,2,rock,1
Daniel and the Scandals,2010,2,pop,1
Danny and the Champions of the World,2007,2,folk rock,1
Danny Dean & The Homewreckers,1997,2,rockabilly,2
Dante,2006,2,progressive metal,1
Danzig,1987,2,heavy metal,1
Dúné,2001,2,indie rock,1
D-AQUI,2006,2,funk,1
Dario,2005,2,rock,1
Dark Age,1995,2,death metal,1
Dark Ages,2004,2,dark ambient,1
Dark End,2005,2,symphonic black metal,1
Dark Forest,2002,2,heavy metal,1
Dark Fount,2004,2,black metal,1
Dark Funeral,1993,2,black metal,2
Dark Fury,1997,2,black metal,1
Dark Green Tree,2014,2,folk,1
Dark Hearts,2011,2,rock,1
Dark Horse,2011,2,punk,1
Dark Interment,2006,2,black metal,1
Dark Legions,2005,2,black metal,1
Dark Lunacy,1997,2,death metal,1
Dark Millennium,1989,2,death metal,1
Dark Moor,1993,2,power metal,2
Dark Narrows,2014,2,shoegaze,1
Dark New Day,2004,2,alternative metal,1
Dark Sanctuary,1996,2,dark ambient,2
Dark Sermon,2009,2,death metal,1
Dark Side Cowboys,1993,2,goth rock,1
Dark Star Orchestra,1997,2,rock,1
Dark Tranquillity,1989,2,death metal,2
Darkbuster,1996,2,hardcore punk,1
Darkened Heart,2009,2,darkwave,1
Darkened Nocturn Slaughtercult,1997,2,black metal,1
Darker Half,2003,2,power metal,1
Darkest Reign,2003,2,power metal,1
Darking,2005,2,heavy metal,1
Darkmoon Warrior,1996,2,black metal,1
Darkness,1986,2,rock,1
DarknessEternal,2008,2,black metal,1
Darkology,2004,2,power metal,2
Darkspace,1999,2,black metal,1
Darkstar,1996,2,progressive metal,1
Darkthrone,1987,2,black metal,7
DarkTribe,2004,2,power metal,1
Darkwood Dub,1988,2,dub,1
Darla and the Blonde,2014,2,rock,1
Darling Genocide,2001,2,punk,1
Dartz!,2005,2,indie rock,1
DARUSO,2007,2,trance,1
Daryll-Ann,1988,2,rock,1
Das Ich,1989,2,darkwave,3
Das Modell,2012,2,rock,1
Das Röckt!,2008,2,rock,1
Das Untergangskommando,1994,2,punk,2
Das Zwielicht,2005,2,black metal,1
Dash Berlin,2006,2,trance,2
Dashboard Confessional,1999,2,emo,1
das-kollektiv.net,2006,2,electronica,1
Dat Brass,2014,2,rap,1
Datarock,2000,2,rock,1
datavase,2011,2,electronic,1
Daughter,2010,2,indie folk,1
Daughtry,2006,2,hard rock,1
Dave Alvin & The Guilty Women,2009,2,folk,1
Dave Carter & Tracy Grammer,1998,2,folk,1
Dave Matthews Band,1991,2,rock,2
David Hillyard and the Rocksteady 7,1997,2,reggae,1
David Shankle Group,2002,2,heavy metal,1
Davová psychóza,1987,2,punk,3
Dawes,2009,2,indie rock,1
Dawn,1990,2,black metal,1
Dawn of Destiny,2005,2,power metal,2
Dawn of Oblivion,1992,2,goth rock,1
Dawn of Tears,1999,2,death metal,1
dayDream,2003,2,rap,1
Dayglo Abortions,1979,2,punk,1
Daylight Dies,1996,2,doom metal,1
DaylightSaving,2009,2,alternative,1
Days Are Done,2015,2,folk,0
Days Away,1998,2,rock,1
Dazed Sun Lemonade,2012,2,rock,1
Dazie Mae,2003,2,blues,1
DCWAVE,1999,2,rock,1
Живые люди,2009,2,jazz,1
Эпидемия,1995,2,power metal,2
Зломрак,1998,2,symphonic black metal,1
Заводь,2009,2,black metal,1
Зоопарк,1980,2,rock,2
D-Day,1979,2,punk,1
De Dannan,1974,2,folk,1
De Gyldne Løver,1967,2,folk,1
De Høje Hæle,2007,2,punk,1
De La Soul,1987,2,hip-hop,1
De Lyckliga Kompisarna,1989,2,punk,1
De Rosa,2001,2,indie rock,1
De Skaggerz,2010,2,ska,1
De Staat,2008,2,rock,1
De Toppers,2005,2,pop,1
De/Vision,1988,2,electronic,2
Deacon Blue,1985,2,soft rock,1
Dead & Company,2015,2,rock,1
Dead Acid People,2014,2,rock,1
Dead Beat Heros,2006,2,punk,1
Dead Boys,1976,2,punk,1
Dead by April,2007,2,alternative metal,2
Dead By Gun,2001,2,punk,1
Dead Can Dance,1981,2,darkwave,3
Dead Channel,2008,2,industrial,1
Dead City Saints,2008,2,psychobilly,1
Dead Congregation,2004,2,death metal,1
DEAD END,1984,2,hard rock,1
Dead End Sky,2012,2,hard rock,1
Dead Fish,1991,2,hardcore punk,1
Dead Horse,1988,2,death metal,1
Dead Kennedys,1978,2,hardcore punk,2
Dead Meadow,1998,2,heavy metal,1
Dead Moon,1986,2,garage rock,1
Dead Nittels,1981,2,punk,1
Dead on Arrival,1982,2,punk,1
Dead Poetic,1997,2,post hardcore,1
Dead Prez,1996,2,hip-hop,1
Dead Sara,2003,2,hard rock,1
Dead Sea Apes,2009,2,rock,1
Dead Social Club,2008,2,alternative,1
Dead Spirit,2013,2,post punk,1
Dead Temple,2011,2,rock,1
Dead to Me,2003,2,punk,1
Dead When I Found Her,2010,2,electronic,2
Dead Winter Carpenters,2010,2,americana,1
Deadkedы,2000,2,alternative metal,1
Deadline,1981,2,punk,1
Deadsmoke,2015,2,rock,1
Deadstring Brothers,2001,2,blues,1
Deadtrack,2014,2,hardcore punk,1
DEAFCULT,2015,2,alternative,1
Deals Death,2008,2,death metal,1
Deal's Gone Bad,1994,2,ska,1
Dean Dirg,1998,2,punk,1
Dean Reed's Dead,2012,2,folk,1
Dear Jack,2012,2,pop,1
Death,1984,2,death metal,7
Death Bed Confession,2010,2,heavy metal,1
Death Breath,2005,2,death metal,1
Death by Stereo,1996,2,punk,1
Death Cab for Cutie,1997,2,rock,2
Death Courier,1987,2,death metal,1
Death Dealer,2012,2,power metal,1
Death From Above 1979,2001,2,electronic,1
Death Grips,2010,2,punk,1
Death Is Not Glamorous,2004,2,hardcore punk,1
Death Machine,2015,2,death metal,1
Death Mechanism,2003,2,black metal,1
Death Monk,2011,2,psychedelic,1
Death Rattle,2011,2,electronic,1
Death Requisite,1999,2,death metal,1
Death Sentence,1984,2,punk,1
Death Valley Athletic Club,2012,2,psychedelic,1
Death Zone,1981,2,punk,1
Deathening,2007,2,death metal,1
Deathkin,2010,2,black metal,1
Deathkings,2011,2,doom metal,1
Deathrow,2005,2,black metal,1
Deathspell Omega,1998,2,black metal,3
Deathstars,2000,2,industrial metal,1
Debauchery,2000,2,death metal,2
Debeli precjednik,1993,2,punk,1
Debout sur le Zinc,1995,2,nouvelle chanson,1
Decadence Within,1984,2,punk,1
Decadent Few,1984,2,punk,1
Decasia,2013,2,doom metal,1
Decaying,2010,2,death metal,1
Deceased,1984,2,heavy metal,1
Decibel,1977,2,punk,1
Decibelios,1980,2,punk,1
Decision To Hate,2001,2,death metal,1
Declino,1982,2,punk,1
Decoder Ring,2001,2,alternative,1
Decoy 47,1999,2,ska,1
Decry,1982,2,punk,1
Deeds of Flesh,1994,2,death metal,1
Deep Forest,1992,2,electronic,1
Deep Limbic System,2012,2,prog rock,1
Deep Purple,1968,2,hard rock,6
Deep Wound,1982,2,punk,1
Deep-pression,2006,2,black metal,1
DeepSpacePilots,2006,2,rock,1
Deer Tick,2004,2,rock,1
