name,begin_date_year,type,tag_name,tag_count
KRU,1992,2,pop,1
Kruk,2001,2,hard rock,1
Krupskaya,2005,2,grindcore,1
Krzak,1972,2,rock,1
KSM40,2005,2,punk,1
KSU,1977,2,punk,1
KUKL,1983,2,punk,1
Kula Shaker,1995,2,rock,1
Kult,1982,2,punk,1
Kult ov Satanåchiîa,1998,2,black metal,1
Kumikristus,1984,2,punk,1
Kumka Olik,2007,2,indie rock,1
Kumm,1997,2,indie rock,1
KunK,2005,2,rock,1
Kuolemanlaakso,2010,2,doom metal,1
Kuolleet Kukat,1984,2,punk,1
KUPA,2007,2,rock,1
Kurjam,1996,2,punk,1
Kuroshio,2009,2,electronic,1
Kursaal Flyers,1973,2,rock,1
Kurzer Prozess,2007,2,rap,1
Kvelertak,2007,2,hard rock,1
Kvell,2000,2,black metal,1
Kwala Bee,2010,2,blues rock,1
Kwing-Kungks,2000,2,garage rock,1
Kyoto Protocol,2008,2,rock,1
KYPCK,2007,2,doom metal,1
Kyuss,1987,2,stoner metal,2
L.A. Guns,1983,2,hard rock,1
L.T.D.,1968,2,r&b,1
L7,1985,2,grunge,1
La Banderville,2005,2,indie pop,1
la buena vida,1988,2,pop,1
La Capella Reial de Catalunya,1987,2,classical,1
La Celebración,2008,2,pop,1
La Clave,1997,2,funk,1
la dame blanche,2008,2,alternative,1
La Fanfare en Pétard,2001,2,hip-hop,1
La fẽerie,1998,2,visual kei,1
La Fraction,1992,2,punk,1
La Gossa Sorda,1999,2,reggae,1
La Gusana Ciega,1993,2,alternative,1
La Lupita,1989,2,rock,1
La Luz,2012,2,rock,1
La macchina di von Neumann,2014,2,math rock,1
La Maison Tellier,2004,2,folk rock,1
La Nausée,2006,2,dark ambient,1
La Ola que quería ser Chau,1990,2,rock,1
La Pestilencia,1986,2,punk,1
La Petite Bande,1972,2,classical,1
La Polla Records,1979,2,punk,1
La Quinta Estación,2000,2,rock,1
La Raíz,2003,2,ska,1
La Renga,1988,2,hard rock,1
La Rondalla de Saltillo,1966,2,folk,1
La Ruda,1993,2,ska,2
La Souris Déglinguée,1979,2,punk,1
L'Âme Immortelle,1996,2,darkwave,1
LÄYKES,2017,2,electro,1
Lé Betre,2011,2,blues rock,1
Löbe Radiant Dub System,1996,2,dub,1
Lör,2014,2,psychedelic,1
Lörihen,1996,2,power metal,1
La’cryma Christi,1993,2,rock,1
LaBelle,1970,2,soul,1
Laboratorium Pieśni,2013,2,folk,1
Laccati e sfonati,2006,2,country,1
Laceration,1989,2,death metal,1
Lachlan,2006,2,folk,1
Lachrymose,2013,2,doom metal,1
Lacrima,1994,2,doom metal,1
Lacrimosa,1990,2,darkwave,2
Lady Antebellum,2006,2,pop,1
Lady Beast,2009,2,heavy metal,1
Lady Jane’s Revenge,2015,2,rock,1
Ladykiller Caterpillar,2013,2,rock,1
Ladytron,1999,2,electronic,1
Lagwagon,1990,2,punk,2
Laibach,1980,2,industrial,3
Laid Back,1979,2,pop,1
Laid Blak,2002,2,reggae,1
Laid in Ashes,1999,2,death metal,1
Lake of Stew,2002,2,folk,1
Lake of Tears,1992,2,doom metal,2
Lake Street Dive,2004,2,indie pop,1
Lakeside,1969,2,funk,1
L'Alphalpha,2006,2,rock,1
Lalu,2003,2,progressive metal,1
Lama,1979,2,punk,1
Lamb,1996,2,electronica,2
Lamb of God,1998,2,metalcore,2
Lambchop,1986,2,country,1
Lamentations of the Ashen,2007,2,black metal,1
La'Mule,1996,2,visual kei,1
LAN,1995,2,classical,1
L'An2000,2014,2,new wave,1
Lancer,2009,2,power metal,1
land4walk,2013,2,rock,1
Landlady,2011,2,pop,1
Landscape,1974,2,synth pop,1
Lanewin,2007,2,symphonic metal,1
Lantern,2007,2,death metal,1
Lantlôs,2005,2,black metal,1
Lúnasa,1996,2,irish folk,2
LAPSUS DEI,1998,2,doom metal,1
Laputa,1994,2,visual kei,1
L'Arc~en~Ciel,1991,2,hard rock,1
Lark,2003,2,glitch,1
Larman Clamor,2008,2,rock,1
L'Arpeggiata,2000,2,classical,1
Larry and His Flask,2003,2,punk,1
Lasgo,2001,2,dance pop,1
Lasing Crew,2014,2,rap,1
Lasse Hyytinen Band,2008,2,country,1
Lassie n the Lads,1997,2,punk,1
Last Days of April,1996,2,indie rock,1
Last of Us,2013,2,alternative,1
Last Rizla,2006,2,rock,1
Last Train,2007,2,rock,1
Last Words,1977,2,punk,1
Latcho Drom,1993,2,jazz,1
Late Night Alumni,2003,2,house,1
L'Attentat,1985,2,punk,1
Latvian Blues Band,1997,2,blues,1
Lau,2005,2,folk,1
Laughing Clowns,1979,2,alternative,2
Lava,1977,2,jazz,1
Lavender Diamond,2003,2,folk,1
Lawless,2012,2,heavy metal,1
Lay Down Rotten,1999,2,death metal,1
Lay It on The Line,2012,2,hardcore punk,1
LAZYgunsBRISKY,2006,2,rock,1
LCD Soundsystem,2001,2,electronic,2
Le Concert d'Astrée,2000,2,classical,1
Le Dimanche,2009,2,alternative,1
Le Milieu,2004,2,rock,1
Le Peuple de l’Herbe,1997,2,electro,1
Le Tigre,1998,2,electronica,1
Le Vent du Nord,2002,2,folk,1
Leaf Hound,1969,2,hard rock,1
Leatherface,1988,2,punk,2
Leaves' Eyes,2003,2,symphonic metal,2
Leaving Atlantis,2008,2,adult contemporary,1
Leaving Rouge,2002,2,rock,1
Lebensabend,2005,2,black metal,1
LectroLips,2009,2,pop,1
Led Zeppelin,1968,2,hard rock,13
Lee Aaron,1980,2,swing,1
Lee Van Cleef,2015,2,rock,1
Leeches of Lore,2007,2,rock,1
Leek and the Bouncing Uptones,1994,2,punk,1
Leftöver Crack,2000,2,punk,2
Leftfield,1989,2,dub,1
Leftover Salmon,1989,2,folk,1
Legião Urbana,1982,2,rock,1
Legión,1995,2,black metal,1
Legion of Bokor,2010,2,heavy metal,1
Legion of Death,1985,2,death metal,1
Legion of the Damned,2005,2,death metal,2
Lehmann,2012,2,heavy metal,1
Leitmotiv,2001,2,folk,1
Lemaitre,2010,2,french house,1
Lemon Jelly,1998,2,psychedelic,1
Lemon Mint,2012,2,electronic,1
Lenny Valentino,1998,2,dream pop,1
Lentil,2003,2,power pop,1
Leprous,2001,2,progressive metal,4
Lergrev,2006,2,black metal,1
Les 100 Grammes de Têtes,1998,2,ska,1
Les Apaches,1994,2,punk,1
Les Berlinois,2003,2,classical,1
Les Bidochons,1988,2,punk,1
Les Cadavres,1979,2,punk,1
Les Calamités,1982,2,punk,1
Les Collabos,1982,2,punk,1
Les Diamants,2004,2,garage rock,1
Les Doigts de l'Homme,2002,2,jazz,1
Les Fatals Picards,1997,2,rock,1
Les Fauves,2004,2,indie rock,1
Les Garçons Bouchers,1986,2,punk,1
Les Haricots Rouges,1963,2,jazz,1
Les Innocents,1982,2,pop,1
Les Lekin,2011,2,psychedelic,1
Les Musiciens du Louvre,1982,2,classical,1
Les Négresses Vertes,1987,2,punk,1
Les Olivensteins,1978,2,punk,1
Les Partisans,1994,2,punk,1
Les Pommes de ma Douche,2000,2,jazz,1
Les Porte-Mentaux,1978,2,punk,1
Les Ramoneurs de menhirs,2006,2,punk,1
Les Rats,1983,2,punk,1
Les Rugissants,2011,2,jazz,1
Les Sales Majestés,1990,2,punk,1
Les Satellites,1985,2,punk,1
Les Savy Fav,1995,2,math rock,1
Les Shades,2009,2,rock,1
Les Sheriff,1984,2,punk,1
Les Talens Lyriques,1991,2,classical,1
Les Thugs,1983,2,punk,1
Les Variations,1968,2,hard rock,1
Les Vieilles Salopes,1995,2,punk,2
Les Wampas,1983,2,punk,1
Lesiëm,1999,2,rock,1
Less Than a Cube,2014,2,alternative,1
Less Than Jake,1992,2,ska,1
Lessons,2011,2,rock,1
Leszcze,2001,2,pop,1
Lethargia,2002,2,doom metal,1
Lethian Dreams,2002,2,doom metal,1
Lettuce,1992,2,funk,1
LeveL -1,2012,2,electronic,1
Level 42,1980,2,new wave,2
Levellers,1988,2,punk,1
Leviathan,1989,2,progressive metal,1
Lewis & The Strange Magics,2014,2,hard rock,1
Leyton Buzzards,1976,2,punk,1
LEZARD,2013,2,visual kei,1
Liars,2000,2,rock,1
Liars Academy,2001,2,indie rock,1
Liberty Cage,1991,2,punk,1
Liberty or Death,2011,2,power metal,1
Licht erlischt...,2007,2,black metal,1
Liedfett,2007,2,liedermacher,1
Lien,1999,2,electronica,1
Life,2013,2,punk,1
Life of Agony,1989,2,heavy metal,1
Lifehouse,1996,2,rock,1
Lifeless Within,2007,2,doom metal,1
Lifemare,2004,2,doom metal,1
Ligeia,2003,2,metalcore,1
Light in Babylon,2010,2,fusion,1
lightcraft,2005,2,rock,1
Lighthouse Family,1993,2,pop soul,1
Lighthouse Keepers,1981,2,alternative,1
Lighthouses,2008,2,electro,1
LIGHTNING,2002,2,power metal,1
Lightning Bolt,1994,2,grindcore,1
Lights Out,2013,2,rock,1
Ligro,2004,2,jazz,1
LIINES,2014,2,post punk,1
Like a Paperplane,2011,2,post rock,1
Likes Lions,2009,2,alternative,1
Liket Lever,1978,2,punk,1
LiLiPUT,1979,2,punk,1
Lillasyster,2006,2,alternative metal,1
Lillix,1997,2,power pop,1
Lilly Wood & The Prick,2006,2,pop,1
Limbo,2013,2,alternative,1
Lime,1981,2,new wave,1
Lime Spiders,1979,2,punk,1
Limp,1996,2,punk,1
Limp Bizkit,1994,2,rap rock,2
Lindemann,2014,2,industrial metal,2
Lindisfarne,1970,2,folk,2
Lindsay String Quartet,1966,2,classical,2
Lingua Mortis Orchestra,2013,2,symphonic metal,1
Link 80,1993,2,ska,1
Linkin Park,1995,2,rap rock,5
Lion,1983,2,heavy metal,1
Lionhall,2012,2,electronic,1
Lipstick,1999,2,synth pop,1
Liquid Steel,2009,2,heavy metal,1
Liquid Tension Experiment,1997,2,progressive metal,2
Liquido,1996,2,rock,1
LisaWars,2002,2,darkwave,2
Listener,2002,2,emo,1
Litrosis,2010,2,symphonic black metal,1
Little Big,2013,2,rave,2
Little Big Town,1998,2,country,1
Little Birdy,2002,2,rock,2
Little Brother,2003,2,hip-hop,1
Little Creatures,2011,2,pop,1
Little Dragon,1996,2,downtempo,1
Little Fears,2011,2,alternative,1
Little Feat,1969,2,southern rock,1
Little Free Rock,1969,2,hard rock,1
Little Jr,2011,2,punk,1
Little May,2012,2,folk,1
Little Mono,1998,2,art rock,1
Little Roger and The Goosebumps,1973,2,pop,1
Little Wing,1998,2,blues,1
Live,1990,2,rock,1
Livends,1996,2,psychobilly,1
livetune,2007,2,pop,1
Livewire,2009,2,alternative,1
Livin Fire,2010,2,hard rock,1
Livin’ Sacrifice,1978,2,punk,1
Living Colour,1983,2,funk metal,2
Livingston,2002,2,rock,1
Livsnekad,2007,2,black metal,1
Lizar,1995,2,rock,1
Lizard Queen,2013,2,doom metal,1
Llegas,1996,2,blues,1
Llueven Animales,2014,2,post rock,1
LLUNG,2013,2,stoner metal,1
LMF,1993,2,hip-hop,2
LMFAO,2006,2,pop,2
Lюk,1999,2,trip hop,1
Lo Cepon,1980,2,folk,1
Lo‐Pro,2003,2,rock,1
Locas in Love,2001,2,pop,1
Lo-Cash Ninjas,2008,2,punk,1
Locean,2013,2,rock,1
Loch Vostok,2001,2,progressive metal,1
Locnville,2009,2,electronic,1
Lode Runner,2014,2,new wave,1
Lodekka,2007,2,funk,1
Lodger,2002,2,indie rock,1
Lo-Fi-Fnk,2001,2,indie electronic,1
Logh,1998,2,art rock,1
Logic of Denial,2006,2,death metal,1
Loikaemie,1994,2,punk,1
Loma Prieta,2005,2,screamo,2
London,1976,2,punk,1
London Baroque,1978,2,classical,1
London Has Fallen,2013,2,alternative,1
Londonbeat,1988,2,pop,1
Lonely Hearts,1979,2,alternative,1
Lonestar,1992,2,country,2
Lonewolf,1991,2,power metal,1
Long Range,2005,2,electronic,1
Longbranch Pennywhistle,1969,2,country rock,1
Longesttirr,2009,2,doom metal,1
Longpigs,1993,2,britpop,1
Look Back in Anger,1981,2,punk,1
Loose Prick,1977,2,punk,1
LORØ,2013,2,math rock,1
Lord,2003,2,heavy metal,2
Lordi,1996,2,hard rock,2
Lords of Fuzz,2007,2,rock,1
Lords of the Trident,2008,2,heavy metal,1
Lore,1988,2,electronic,1
Los Antiguos,2013,2,heavy metal,1
Los Calzones,1988,2,post punk,1
Los Campesinos!,2006,2,indie pop,2
Los Crudos,1991,2,punk,1
Los Dólares,1999,2,punk,1
Los Disidentes Del Sucio Motel,2005,2,rock,1
Los Elepés,2013,2,rock,1
Los Enanitos Verdes,1979,2,rock,1
Los Especialistas,2009,2,ska,1
Los Fabulosos Cadillacs,1985,2,ska,1
Los Fastidios,1991,2,punk,1
Los Gatos,1967,2,rock,1
Los Hermanos,1997,2,folk,1
Los Lobos,1973,2,rock,1
Los Microwaves,1979,2,punk,1
Los Mundos,2011,2,punk,1
Los Mustang 66,2002,2,garage,1
Los Nikis,1980,2,punk,1
Los Prisioneros,1982,2,rock,1
Los Stompers,1997,2,folk,1
Los Straitjackets,1988,2,surf,1
Los Tres Puntos,1995,2,ska,1
Los Vandalos,1988,2,rock,1
Los Violadores,1980,2,punk,1
Losing Scarlet,2008,2,hard rock,1
Lost Boyz,1995,2,hip-hop,1
Lost Frog Fading In Haha,2007,2,electronic,1
Lost Generation,1982,2,punk,1
Lost Kids,1978,2,punk,1
Lost Kingdom,2000,2,orchestral,1
Lost Life,2000,2,black metal,2
Lost Witness,1998,2,trance,1
Lost World,1996,2,punk,2
LostAlone,2005,2,alternative,1
Lostprophets,1997,2,alternative metal,2
Lothlöryen,2002,2,power metal,1
Lothlórien,1996,2,folk,1
Lou & Peter Berryman,1977,2,folk,1
Loud Mountains,2013,2,americana,1
Loudblast,1986,2,punk,1
Loudness,1981,2,heavy metal,1
Louis XIV,2003,2,garage rock revival,1
Loup Noir,2011,2,black metal,1
Love,1965,2,psychedelic pop,1
Love & Kisses,1977,2,soul,1
Love Equals Death,2003,2,punk,1
Love Is All,2003,2,indie pop,1
Love Like Blood,1987,2,goth rock,1
Love Spirals Downwards,1991,2,dream pop,1
Love Unlimited,1969,2,smooth soul,1
"Love, Hippies & Gangsters",2014,2,rock,1
Lovedrug,2001,2,indie rock,1
Loverboy,1979,2,hard rock,1
Lovers Quarrel,2015,2,folk rock,1
Low,1993,2,slowcore,3
Lower Class Brats,1995,2,punk,1
Lower Dens,2009,2,indie rock,1
Lowgold,1997,2,rock,1
Lowrider,2003,2,funk,1
Lowriderz,2010,2,southern rock,1
Lu:k,1994,2,jungle,1
Luca Turilli’s Rhapsody,2011,2,power metal,2
Luce,2000,2,pop,1
Lucero,1998,2,cowpunk,1
Lucid Dreaming,2012,2,power metal,1
Lucie,1985,2,rock,1
Lucien,2006,2,punk,1
Lucifer’s Friend,1970,2,hard rock,1
Lucifugum,1995,2,black metal,1
Lucky Boys Confusion,1997,2,ska,1
Lucky Chops,2006,2,funk,1
Lucky Seven,2004,2,swing,1
Lucrate Milk,1981,2,punk,1
Lucy Pearl,1999,2,funk,1
Ludus,1978,2,punk,1
Ludwig Von 88,1983,2,punk,2
Lugburz Sleed,2004,2,black metal,1
LUI FRONTiC 赤羽 JAPAN,2013,2,rock,1
Lukas Graham,2011,2,pop soul,1
Luke,1998,2,rock,2
Lumen,1998,2,alternative metal,1
Luminar Ax,2007,2,dark ambient,1
Luna,1991,2,indie rock,1
Luna Ad Noctum,1998,2,black metal,1
Luna Obscura,2000,2,symphonic metal,1
Lunachicks,1987,2,punk,2
Lunapar,2014,2,alternative metal,1
Lunar Explosion,2010,2,power metal,1
Lunatic Soul,2008,2,art rock,1
Lund Quartet,2009,2,jazz,1
Lureaway,2015,2,symphonic metal,1
Luscious Jackson,1991,2,rock,1
Lush,1988,2,shoegaze,1
Lux Aeterna,2002,2,classical,1
Lux Mortuum,2003,2,heavy metal,1
Lux Occulta,1994,2,alternative,1
Luxúria de Lillith,1999,2,black metal,1
Luxo Jr.,2014,2,alternative,1
Luxury Drive,2012,2,electronic,1
Luzbel,1983,2,heavy metal,1
Lycanthropy,2007,2,black metal,1
Lycanthropy’s Spell,2003,2,black metal,2
Lykauges,2008,2,black metal,1
Lyman Alpha Blob,2014,2,sludge metal,1
Lynch Mob,1989,2,hard rock,1
lynch.,2004,2,rock,1
Lynyrd Skynyrd,1964,2,southern rock,4
Lyre le temps,2008,2,swing,1
Lyres,1979,2,garage rock,1
Lyrinx,2004,2,black metal,1
Lysistrata,2013,2,alternative,1
M.A.D: Goya,1993,2,death metal,1
M.A.K.U. Soundsystem,2009,2,jazz,1
M.I.6,2011,2,rock,1
M.I.A.,1982,2,punk,1
M83,2001,2,dream pop,2
Młynarski plays Młynarski,2009,2,alternative,1
Mädels no Mädels,1989,2,punk,1
Mässmörd,2004,2,punk,1
Métal Urbain,1976,2,punk,1
Mötley Crüe,1981,2,hard rock,1
Māt,2013,2,reggae,1
Müllstation,1980,2,punk,1
Münchener Freiheit,1980,2,pop,1
Mütiilation,1991,2,black metal,2
Mütterlein,2014,2,alternative,1
Maë,2015,2,neo soul,1
Macabre,1985,2,grindcore,1
Machinae Supremacy,2000,2,chiptunes,2
Machinations,1979,2,alternative,1
Machine,1967,2,pop,1
machine control,2007,2,house,1
Machine Gun Fellatio,1997,2,rock,1
Machine Head,1991,2,heavy metal,1
Machines,1977,2,punk,1
Machines of Loving Grace,1989,2,industrial,1
Maclean,2005,2,indie pop,1
Mad Caddies,1995,2,ska,2
Mad Essence,2007,2,alternative,1
Mad Hatter's Den,2010,2,heavy metal,1
Mad Sin,1987,2,psychobilly,2
Madball,1988,2,hardcore punk,1
Made Mountain,2013,2,indie pop,1
Madleaf,2004,2,alternative,1
Madness,1976,2,ska,5
Madu Dan Racun,2005,2,punk,1
Maestrick,2004,2,power metal,1
Mafafi,2005,2,punk,2
Mafia,1992,2,rock,1
Magazine,1977,2,punk,1
Magdalena Solis,2009,2,psychedelic,1
Magic Dirt,1992,2,rock,1
Magic Kingdom,1998,2,power metal,1
Magna Carta,1969,2,folk,1
Magnetfisch,1998,2,new wave,1
Magnetic Man,2007,2,dubstep,2
Magneto Rouge,2002,2,pop,1
Magpie,1973,2,folk,1
Magpie Lane,1992,2,folk,1
Magrudergrind,2002,2,grindcore,1
Maho Neitsyt,1980,2,punk,1
MaidaVale,2012,2,rock,1
Maikameikers,1994,2,dub,1
Maitaim,2013,2,rock,1
Maj Karma,1992,2,alternative,1
Majestic,2003,2,ska,1
Majestic Downfall,2006,2,doom metal,1
Majesty,1997,2,power metal,1
Majical Cloudz,2010,2,electronic,1
Major Lazer,2008,2,dancehall,3
Make a Change... Kill Yourself,2004,2,black metal,1
Make Me Famous,2010,2,metalcore,1
Malandrómeda,2005,2,hip-hop,1
Malapata,2014,2,pop,1
Malasombra,1996,2,heavy metal,1
Maldita Vecindad y Los Hijos del Quinto Patio,1985,2,ska,1
Male,1976,2,punk,1
Male Factors,1999,2,ska,1
Malefic Mist,2004,2,black metal,1
Maleficis,2001,2,death metal,1
Malevolent Creation,1987,2,death metal,1
Malignance,2000,2,black metal,1
Malignant Tumour,1991,2,punk,1
Malinky,1998,2,folk,1
Maloelacaeza,2012,2,dub,1
Malory,1995,2,dream pop,1
Malos Hábitos,1997,2,rock,1
mamajuana,2001,2,reggaeton,1
Mamanet,2003,2,downtempo,1
Mambo Taxi,1991,2,punk,1
Mammoth Storm,2012,2,doom metal,1
MAMMOTHWING,2013,2,rock,1
Man Can't Fly,2012,2,rock,1
Man Is the Bastard,1991,2,punk,1
Man or Astro‐Man?,1992,2,rock,1
Mana ERG,1999,2,electronica,1
Maná,1986,2,rock,1
Manal,1968,2,blues rock,1
Manassas,1971,2,country rock,1
ManaTapu,2012,2,reggae,1
Mando Diao,1999,2,garage rock,1
Mandrax Queen,2012,2,funk,1
Mandrill,1968,2,funk,1
Manes,1993,2,black metal,1
Manetheren,2003,2,black metal,1
Manfred Mann,1962,2,pop,1
Manfred Mann’s Earth Band,1971,2,rock,2
Mang Ont,2012,2,doom metal,1
ManHanD,2006,2,hip-hop,1
Manic Abraxas,2012,2,doom metal,1
Manic Street Preachers,1986,2,britpop,2
Manifesto Jukebox,1998,2,punk,1
Manigance,1995,2,power metal,1
Manikins,1976,2,punk,1
Manilla Road,1976,2,heavy metal,2
Manimal,2001,2,heavy metal,1
Maninblack,2001,2,punk,0
Mankind?,1993,2,punk,1
Mano Negra,1987,2,punk,1
Manowar,1980,2,heavy metal,3
Mansun,1995,2,rock,1
Mantak,1995,2,black metal,1
Mantas,1983,2,death metal,1
Mantra Gora,2004,2,folk pop,1
Many Things Untold,2005,2,metalcore,1
múm,1997,2,electronic,1
Maps & Atlases,2004,2,math rock,1
Mar de Grises,2000,2,doom metal,2
Marc Morvan & Ben Jarry,2006,2,folk,1
March of Heroes,2006,2,industrial,1
Marduk,1990,2,black metal,2
Marea,1997,2,rock,1
MARG,2007,2,rock,1
Marginal Man,1983,2,punk,1
MARIA,2005,2,power pop,1
Maria False,2012,2,rock,1
Maria Fatal,1991,2,alternative,1
Marie et les Garçons,1976,2,punk,1
Marilyn Manson,1992,2,alternative metal,5
Marilyn’s Vitamins,1995,2,punk,1
Marion,1993,2,britpop,1
Marionetz,1978,2,punk,1
Marius Danielsen's Legend of Valley Doom,2005,2,power metal,1
Mark B & Blade,1998,2,hip-hop,1
Maroon,1998,2,metalcore,1
Maroon 5,2002,2,pop,2
"Marry Me, Joseph",2007,2,alternative,1
Marschak,2001,2,emo,1
Marseille,1976,2,heavy metal,1
Martha Reeves and The Vandellas,1962,2,soul,1
Martin Carthy & Dave Swarbrick,1966,2,folk,1
Martin Rocks And Crikey,2003,2,punk,1
Marvin,2003,2,punk,2
Mary Go Round,2014,2,rock,1
MÚCARO,2014,2,rock,1
Mashrou' Leila,2008,2,indie rock,1
Maskin,2012,2,rock,1
Mason Vixon,2009,2,country,1
Massacre,1984,2,death metal,2
Massacre Conspiracy,2008,2,metalcore,1
Masseratti 2lts,2010,2,jazz,1
Massive Attack,1987,2,electronic,4
Massmedia,1978,2,punk,1
Master,1983,2,death metal,1
Mastercastle,2008,2,power metal,1
Masterplan,2001,2,power metal,2
Master's Hammer,1983,2,black metal,2
Masters of Disguise,2013,2,power metal,1
Masters of Reality,1981,2,rock,1
Masterswitch,1976,2,punk,1
Mastifal,1995,2,death metal,1
Mastodon,1999,2,progressive metal,4
Matanza,1996,2,hardcore punk,1
Matchbook Romance,1997,2,indie rock,1
Matchbox Heroes,2012,2,folk,1
Matchbox Twenty,1996,2,rock,1
Matching Mole,1971,2,canterbury scene,1
Mates of State,1997,2,indie pop,2
Mathyr,2000,2,black metal,1
Matriarch,2002,2,black metal,1
Matt & Kim,2004,2,indie pop,1
Matt & Shannon Heaton,2003,2,folk,1
Matt Bianco,1982,2,pop,1
matt pond PA,1998,2,indie pop,1
Matthew Good Band,1995,2,alternative,1
Matus,2005,2,rock,1
Max Klezmer Band,1998,2,jazz,1
Max Pie,2005,2,power metal,1
Max Raptor,2006,2,indie rock,1
Maxïmo Park,2000,2,indie rock,1
MaYaN,2010,2,death metal,1
Mayday Parade,2005,2,emo,1
Mayfair,1989,2,progressive metal,1
Mayflower Madame,2011,2,rock,1
Mayhem,1983,2,black metal,7
Maz,2009,2,folk,1
Maze,1976,2,r&b,1
Maze of Roots,2009,2,doom metal,1
MBP,1984,2,punk,1
MC Einar,1987,2,rap,1
MC5,1964,2,rock,1
McAlmont & Butler,1994,2,pop soul,1
McCully Workshop,1969,2,pop,1
mclusky,1996,2,noise rock,2
MDC,1979,2,punk,1
MDP,2007,2,black metal,1
Me & Camino,2006,2,electronic,1
Me & Dinosaur,2011,2,indie rock,1
Me First and the Gimme Gimmes,1995,2,punk,3
Mean Streak,2006,2,power metal,1
Meat Beat Manifesto,1987,2,techno,1
Meat Puppets,1980,2,punk,1
Meathead,1992,2,alternative metal,1
Mecano,1979,2,punk,1
Mech,1977,2,hard rock,1
Mechina,2004,2,industrial metal,1
Medevil,2014,2,heavy metal,1
Mediatrocity,2008,2,punk,1
Megadeth,1983,2,heavy metal,4
Megaphone,2004,2,rock,1
Megson,2004,2,folk,1
Mek Na Ver,2006,2,black metal,1
Melaina,1997,2,rock,1
Melancholy,1998,2,doom metal,1
Melechesh,1993,2,black metal,3
Melena,2005,2,punk,1
Mellakka,1983,2,punk,1
Melmor,1994,2,punk,1
Melos Quartett,1965,2,classical,1
Melosmatic,2016,2,electronic,1
Melvins,1982,2,sludge metal,2
Membaris,1999,2,black metal,1
Memorial,1996,2,black metal,1
Memory Garden,1992,2,doom metal,1
Memphis Rockabilly Band,1978,2,rock & roll,1
Men at Work,1979,2,rock,2
Men Without Hats,1977,2,pop,2
menacerno,2015,2,indie rock,1
Meneguar,2005,2,indie pop,1
Menomena,2000,2,indie rock,2
Menswear,1994,2,britpop,1
Mental as Anything,1976,2,new wave,1
Mental Torment,2009,2,doom metal,1
Mephiskapheles,1990,2,ska punk,1
Mephistofeles,2013,2,doom metal,1
Mercenary,1991,2,death metal,1
Merchant,2014,2,doom metal,1
Merciless,1986,2,death metal,1
Mercury Rev,1989,2,chamber pop,2
Mercyful Fate,1980,2,heavy metal,2
Merlin,2012,2,rock,1
Merzhin,1996,2,rock,1
Mesh,1991,2,electronic,1
Meshuggah,1987,2,progressive metal,3
Mesmer,2015,2,rock,1
Mesmerize,1988,2,heavy metal,1
MESS,2007,2,rock,1
Message to Venus,2009,2,alternative,1
Messenger,1990,2,heavy metal,1
Messengers of Metal,1988,2,heavy metal,1
Messiah,1984,2,death metal,1
Messiah's Kiss,2001,2,heavy metal,1
Messiya,2006,2,black metal,1
Mest,1996,2,ska punk,1
Metal Boys,1979,2,punk,1
Metal Church,1984,2,heavy metal,2
Metal Inquisitor,1998,2,heavy metal,1
Metallica,1981,2,heavy metal,11
Metalucifer,1995,2,heavy metal,1
MetaQuorum,2014,2,fusion,1
METЯOPOLIS,2010,2,new wave,1
Method Beatniks,2015,2,rock,1
Methods of Massacre,2008,2,death metal,1
Metric,1998,2,soft rock,1
Metropolitan,1998,2,indie rock,1
Metsatöll,1999,2,folk,1
METZ,2008,2,grunge,1
Mew,1995,2,shoegaze,1
Meza Virs,2002,2,black metal,1
Mgła,2000,2,black metal,5
MGMT,2002,2,indie rock,2
Miami Horror,2007,2,electronic,2
Miami Sound Machine,1975,2,latin freestyle,1
Miasme,2010,2,black metal,1
Miasthenia,1994,2,black metal,1
Mica & Kardanski,2015,2,soul,1
Michael Learns to Rock,1988,2,soft rock,1
Michal Prokop & Framus Five,1963,2,blues rock,1
Mick Nye,2007,2,industrial,1
Mickey Gloss,2012,2,punk,1
Mickeynstein,1978,2,punk,1
Micky & The Motorcars,2002,2,country,1
Middle Class,1977,2,punk,1
Middle Class Fantasies,1977,2,punk,1
Midian,2009,2,death metal,1
MIDIval PunditZ,1997,2,fusion,1
Midlake,1999,2,psychedelic,1
Midnight,2003,2,black metal,1
Midnight Bonfires,2011,2,alternative,1
Midnight Choir,1992,2,folk rock,1
Midnight Juggernauts,2004,2,electronica,1
Midnight Magic,2008,2,funk,1
Midnight Oil,1976,2,rock,2
Midnight Star,1976,2,funk,1
Midnight Syndicate,1996,2,dark ambient,1
Midside,2016,2,punk,1
Midwinter,2004,2,black metal,2
MIGHT,2008,2,rock,1
Mighty Clouds of Joy,1960,2,disco,1
Mighty Mashed Potatoes,1999,2,pop,1
MightyDetails,2014,2,rock,1
Mihai Edrisch,2002,2,screamo,1
MikaTen,2016,2,electronic,1
Mike + The Mechanics,1985,2,new wave,1
Miles,1992,2,indie rock,1
Milk Inc.,1996,2,trance,1
Milky Chance,2012,2,indie pop,1
Milkymans,2000,2,garage,1
Milladoiro,1978,2,folk,3
Millencolin,1992,2,punk,3
Millions of Years,2007,2,industrial,1
Miltos Marathon,1994,2,rock,1
Minas Morgul,1997,2,black metal,1
