date_time,text,value
01/01/2007 00:00:00,Words of Farewell,heavy metal
01/01/2000 00:00:00,Wrust,heavy metal
01/01/2004 00:00:00,Wulfgar,heavy metal
01/01/2013 00:00:00,Xenomorphic Contamination,heavy metal
01/01/2009 00:00:00,Zombie Inc.,heavy metal
01/01/2002 00:00:00,All Shall Perish,heavy metal
01/01/2005 00:00:00,Arise and Ruin,heavy metal
01/01/2004 00:00:00,As Blood Runs Black,heavy metal
01/01/2003 00:00:00,Born of Osiris,heavy metal
01/01/2006 00:00:00,Carnifex,heavy metal
01/01/2008 00:00:00,Cherished,heavy metal
01/01/2006 00:00:00,Diemertus,heavy metal
01/01/2008 00:00:00,Ease of Disgust,heavy metal
01/01/2003 00:00:00,Emmure,heavy metal
01/01/1996 00:00:00,Heaven Shall Burn,heavy metal
01/01/2003 00:00:00,Job for a Cowboy,heavy metal
01/01/2009 00:00:00,NOCTURNAL BLOODLUST,heavy metal
01/01/2005 00:00:00,Rose Funeral,heavy metal
01/01/1998 00:00:00,Start of the End,heavy metal
01/01/2002 00:00:00,Suicide Silence,heavy metal
01/01/2001 00:00:00,The Acacia Strain,heavy metal
01/01/2003 00:00:00,Through the Eyes of the Dead,heavy metal
01/01/1997 00:00:00,Underoath,heavy metal
01/01/2004 00:00:00,Veil of Maya,heavy metal
01/01/2006 00:00:00,Whitechapel,heavy metal
01/01/2005 00:00:00,Winds of Plague,heavy metal
01/01/1979 00:00:00,AKB,contemporary r&b
01/01/1998 00:00:00,Alcazar,contemporary r&b
01/01/1974 00:00:00,Cameo,contemporary r&b
01/01/1972 00:00:00,Cheyenne,contemporary r&b
01/01/1968 00:00:00,Commodores,contemporary r&b
01/01/2011 00:00:00,DJ Zeyhan & Vaan,contemporary r&b
01/01/2013 00:00:00,Electrolyze,contemporary r&b
01/01/2006 00:00:00,G.A.N. 665+1,contemporary r&b
01/01/1964 00:00:00,Kool & The Gang,contemporary r&b
01/01/2012 00:00:00,Luxury Drive,contemporary r&b
01/01/1960 00:00:00,Mighty Clouds of Joy,contemporary r&b
01/01/1976 00:00:00,Skyy,contemporary r&b
01/01/1969 00:00:00,The Pointer Sisters,contemporary r&b
01/01/1963 00:00:00,The Three Degrees,contemporary r&b
01/01/1981 00:00:00,Toba,contemporary r&b
01/01/1995 00:00:00,T-Raperzy znad Wisè?y,contemporary r&b
01/01/1989 00:00:00,Big Bad Voodoo Daddy,new orleans / classic jazz
01/01/1998 00:00:00,Bonerama,new orleans / classic jazz
01/01/2012 00:00:00,Allas,dj
01/01/2001 00:00:00,Fat Phaze,dj
01/01/2008 00:00:00,Gtown Desi,dj
01/01/2008 00:00:00,0 X ?? S T,heavy metal
01/01/1996 00:00:00,A Sorrowful Dream,heavy metal
01/01/2001 00:00:00,??rabrot,heavy metal
01/01/1998 00:00:00,Aarni,heavy metal
01/01/1993 00:00:00,Abstrakt Algebra,heavy metal
01/01/1995 00:00:00,Agalloch,heavy metal
01/01/2004 00:00:00,Ahab,heavy metal
01/01/2005 00:00:00,Alkerdeel,heavy metal
01/01/1995 00:00:00,Alkonost,heavy metal
01/01/2006 00:00:00,Alunah,heavy metal
01/01/1990 00:00:00,Anathema,heavy metal
01/01/1997 00:00:00,Anthemon,heavy metal
01/01/1997 00:00:00,Apokryphos,heavy metal
01/01/1993 00:00:00,Apostate,heavy metal
01/01/2005 00:00:00,Arctic Sleep,heavy metal
01/01/2008 00:00:00,Armaga,heavy metal
01/01/2000 00:00:00,Ataraxie,heavy metal
01/01/2003 00:00:00,Aura HiemiS,heavy metal
01/01/1997 00:00:00,Auto-de-fe,heavy metal
01/01/1993 00:00:00,Autumn,heavy metal
01/01/2000 00:00:00,Autumn Rain Melancholy,heavy metal
01/01/2013 00:00:00,Avatarium,heavy metal
01/01/2013 00:00:00,Bathsheba,heavy metal
01/01/2009 00:00:00,Beastwars,heavy metal
01/01/2010 00:00:00,Bell Witch,heavy metal
01/01/2011 00:00:00,Bitchcraft,heavy metal
01/01/2005 00:00:00,Black Art,heavy metal
01/01/1993 00:00:00,Black Autumn,heavy metal
01/01/2008 00:00:00,Black Blood of the Earth,heavy metal
01/01/1981 00:00:00,Black Hole,heavy metal
01/01/2013 00:00:00,Black Mantra,heavy metal
01/01/2006 00:00:00,Blood Ceremony,heavy metal
01/01/1999 00:00:00,Bloody Tears,heavy metal
01/01/2005 00:00:00,Bongripper,heavy metal
01/01/1992 00:00:00,Boris,heavy metal
01/01/2001 00:00:00,Buried at Sea,heavy metal
01/01/1995 00:00:00,Butterfly Temple,heavy metal
01/01/1984 00:00:00,Candlemass,heavy metal
01/01/1994 00:00:00,Canonis,heavy metal
01/01/1989 00:00:00,Cathedral,heavy metal
01/01/1992 00:00:00,Caustic,heavy metal
01/01/1993 00:00:00,Cemetery of Scream,heavy metal
01/01/1995 00:00:00,Church of Misery,heavy metal
01/01/2002 00:00:00,Clair de Lune Morte,heavy metal
01/01/1996 00:00:00,Coffins,heavy metal
01/01/1991 00:00:00,Cold Passion,heavy metal
01/01/2014 00:00:00,Count Absurdo,heavy metal
01/01/1995 00:00:00,Crimson Relic,heavy metal
01/01/2009 00:00:00,Crypt of Silence,heavy metal
01/01/2006 00:00:00,??ù????? ??ùÅ??????,heavy metal
01/01/2005 00:00:00,D??mmerfarben,heavy metal
01/01/1996 00:00:00,Daylight Dies,heavy metal
01/01/2011 00:00:00,Deathkings,heavy metal
01/01/2013 00:00:00,Decasia,heavy metal
01/01/2006 00:00:00,Deep-pression,heavy metal
01/01/1992 00:00:00,Desire,heavy metal
01/01/2003 00:00:00,Despondent Chants,heavy metal
01/01/2009 00:00:00,Devastating Sorrow,heavy metal
01/01/2009 00:00:00,Divine Clarity,heavy metal
01/01/2011 00:00:00,Doomed,heavy metal
01/01/1995 00:00:00,Draconian,heavy metal
01/01/2011 00:00:00,DreamLongDead,heavy metal
01/01/2010 00:00:00,Edenian,heavy metal
01/01/1993 00:00:00,Electric Wizard,heavy metal
01/01/2005 00:00:00,Embrace My Ruin,heavy metal
01/01/2007 00:00:00,Embrace of Silence,heavy metal
01/01/2012 00:00:00,Ennui,heavy metal
01/01/2009 00:00:00,Enshine,heavy metal
01/01/2009 00:00:00,Estoner,heavy metal
01/01/2002 00:00:00,Evoke Thy Lords,heavy metal
01/01/2008 00:00:00,Fall,heavy metal
01/01/1996 00:00:00,Fallen,heavy metal
01/01/2009 00:00:00,Fister,heavy metal
01/01/2014 00:00:00,Flesh of the Stars,heavy metal
01/01/2011 00:00:00,Free Nelson Mandoomjazz,heavy metal
01/01/1991 00:00:00,Funeral,heavy metal
01/01/2003 00:00:00,Gallhammer,heavy metal
01/01/2008 00:00:00,Ghost Voyage,heavy metal
01/01/2010 00:00:00,Gloam,heavy metal
01/01/2011 00:00:00,Gloaming,heavy metal
01/01/1996 00:00:00,Goatsnake,heavy metal
01/01/2013 00:00:00,Goatthroat,heavy metal
01/01/1989 00:00:00,Gods Tower,heavy metal
01/01/1992 00:00:00,Golgotha,heavy metal
01/01/2010 00:00:00,Gorgantherron,heavy metal
01/01/1996 00:00:00,Grand Magus,heavy metal
01/01/2003 00:00:00,Graveflower,heavy metal
01/01/1990 00:00:00,Green Carnation,heavy metal
01/01/2007 00:00:00,Guinea Pig,heavy metal
01/01/2012 00:00:00,Halberd,heavy metal
01/01/2012 00:00:00,Haoma,heavy metal
01/01/1994 00:00:00,Heavenwood,heavy metal
01/01/1996 00:00:00,HellLight,heavy metal
01/01/2005 00:00:00,Highgate,heavy metal
01/01/2014 00:00:00,Horse Lung,heavy metal
01/01/2012 00:00:00,Horsehunter,heavy metal
01/01/2013 00:00:00,Humbaba,heavy metal
01/01/2003 00:00:00,Iconoclast,heavy metal
01/01/2003 00:00:00,Inborn Suffering,heavy metal
01/01/2001 00:00:00,Indesinence,heavy metal
01/01/2014 00:00:00,Inuka,heavy metal
01/01/2004 00:00:00,Isole,heavy metal
01/01/1991 00:00:00,Katatonia,heavy metal
01/01/2007 00:00:00,Kauan,heavy metal
01/01/2000 00:00:00,Kimaera,heavy metal
01/01/2011 00:00:00,Kroh,heavy metal
01/01/2010 00:00:00,Kuolemanlaakso,heavy metal
01/01/2007 00:00:00,KYPCK,heavy metal
01/01/2013 00:00:00,Lachrymose,heavy metal
01/01/1994 00:00:00,Lacrima,heavy metal
01/01/1992 00:00:00,Lake of Tears,heavy metal
01/01/1998 00:00:00,LAPSUS DEI,heavy metal
01/01/2002 00:00:00,Lethargia,heavy metal
01/01/2002 00:00:00,Lethian Dreams,heavy metal
01/01/2004 00:00:00,Lifemare,heavy metal
01/01/2007 00:00:00,Livsnekad,heavy metal
01/01/2013 00:00:00,Lizard Queen,heavy metal
01/01/2009 00:00:00,Longesttirr,heavy metal
01/01/2006 00:00:00,Majestic Downfall,heavy metal
01/01/2012 00:00:00,Mammoth Storm,heavy metal
01/01/2012 00:00:00,Manic Abraxas,heavy metal
01/01/2000 00:00:00,Mar de Grises,heavy metal
01/01/2009 00:00:00,Maze of Roots,heavy metal
01/01/1998 00:00:00,Melancholy,heavy metal
01/01/1992 00:00:00,Memory Garden,heavy metal
01/01/2009 00:00:00,Mental Torment,heavy metal
01/01/2010 00:00:00,Mirror Morionis,heavy metal
01/01/2003 00:00:00,Mirthless,heavy metal
01/01/2012 00:00:00,Mist,heavy metal
01/01/2011 00:00:00,Misty Grey,heavy metal
01/01/2001 00:00:00,Monolithe,heavy metal
01/01/2009 00:00:00,MoonWay,heavy metal
01/01/1990 00:00:00,Morgion,heavy metal
01/01/1993 00:00:00,Mournful Congregation,heavy metal
01/01/1999 00:00:00,Mournful Gust,heavy metal
01/01/1992 00:00:00,Mourning Beloveth,heavy metal
01/01/2011 00:00:00,Mudbath,heavy metal
01/01/1990 00:00:00,My Dying Bride,heavy metal
01/01/2004 00:00:00,My Forgotten God,heavy metal
01/01/2010 00:00:00,My Indifference to Silence,heavy metal
01/01/2005 00:00:00,My Silent Wake,heavy metal
01/01/2012 00:00:00,Myopic Empire,heavy metal
01/01/1991 00:00:00,Naevus,heavy metal
01/01/2010 00:00:00,Naplava,heavy metal
01/01/2009 00:00:00,Narrow House,heavy metal
01/01/2007 00:00:00,Negatum,heavy metal
01/01/1997 00:00:00,Ningizzia,heavy metal
01/01/2006 00:00:00,November Dreams,heavy metal
01/01/1992 00:00:00,Novembers Doom,heavy metal
01/01/2009 00:00:00,Obsidian Sea,heavy metal
01/01/1990 00:00:00,Offense,heavy metal
01/01/2010 00:00:00,Old Chapel,heavy metal
01/01/1999 00:00:00,Old Man Gloom,heavy metal
01/01/1992 00:00:00,On Thorns I Lay,heavy metal
01/01/2001 00:00:00,Ophis,heavy metal
01/01/1995 00:00:00,Orange Goblin,heavy metal
01/01/2000 00:00:00,P.H.O.B.O.S.,heavy metal
01/01/1978 00:00:00,Pagan Altar,heavy metal
01/01/2008 00:00:00,Pallbearer,heavy metal
01/01/2007 00:00:00,Passiva Aggressiva,heavy metal
01/01/1971 00:00:00,Pentagram,heavy metal
01/01/2014 00:00:00,Phantomass,heavy metal
01/01/2003 00:00:00,Phased,heavy metal
01/01/2005 00:00:00,Raventale,heavy metal
01/01/2005 00:00:00,Raxa,heavy metal
01/01/2011 00:00:00,Red Moon Architect,heavy metal
01/01/2009 00:00:00,Restless Oblivion,heavy metal
01/01/1995 00:00:00,Reverend Bizarre,heavy metal
01/01/2006 00:00:00,Rorcal,heavy metal
01/01/1980 00:00:00,Saint Vitus,heavy metal
01/01/1993 00:00:00,Saturnus,heavy metal
01/01/2004 00:00:00,Saviours,heavy metal
01/01/2004 00:00:00,Scar of the Sun,heavy metal
01/01/2007 00:00:00,Sculptor,heavy metal
01/01/1995 00:00:00,Secrets of the Moon,heavy metal
01/01/2005 00:00:00,Seventh Void,heavy metal
01/01/2014 00:00:00,Shallow Void,heavy metal
01/01/1998 00:00:00,Shape of Despair,heavy metal
01/01/2002 00:00:00,Shattered Hope,heavy metal
01/01/2004 00:00:00,shEver,heavy metal
01/01/2012 00:00:00,Shexna,heavy metal
01/01/2011 00:00:00,Shuja,heavy metal
01/01/1990 00:00:00,Sleep,heavy metal
01/01/2013 00:00:00,Slow Green Thing,heavy metal
01/01/2008 00:00:00,Soijl,heavy metal
01/01/1987 00:00:00,Solitude Aeturnus,heavy metal
01/01/2013 00:00:00,Soom,heavy metal
01/01/1996 00:00:00,Soulburn,heavy metal
01/01/1993 00:00:00,Sourvein,heavy metal
01/01/2010 00:00:00,Space God Ritual,heavy metal
01/01/2007 00:00:00,Spelljammer,heavy metal
01/01/2012 00:00:00,Sterbefall,heavy metal
01/01/1994 00:00:00,Stinking Lizaveta,heavy metal
01/01/2014 00:00:00,Stonewitch,heavy metal
01/01/1999 00:00:00,Sunn O))),heavy metal
01/01/2001 00:00:00,Swallow the Sun,heavy metal
01/01/2004 00:00:00,Tenochtitlan,heavy metal
01/01/2004 00:00:00,The Abominable Iron Sloth,heavy metal
01/01/2005 00:00:00,The Bottle Doom Lazy Band,heavy metal
01/01/1989 00:00:00,The Gathering,heavy metal
01/01/2012 00:00:00,The Grave,heavy metal
01/01/2003 00:00:00,The Morningside,heavy metal
01/01/2012 00:00:00,The Serpent Overlord,heavy metal
01/01/1996 00:00:00,The Sins of Thy Beloved,heavy metal
01/01/2012 00:00:00,The Skull,heavy metal
01/01/2007 00:00:00,The Slow Death,heavy metal
01/01/1993 00:00:00,Theatre of Tragedy,heavy metal
01/01/1990 00:00:00,Thergothon,heavy metal
01/01/2005 00:00:00,Throudos,heavy metal
01/01/1989 00:00:00,Toadliquor,heavy metal
01/01/2008 00:00:00,Trapped Within Burning Machinery,heavy metal
01/01/2008 00:00:00,Triptykon,heavy metal
01/01/1979 00:00:00,Trouble,heavy metal
01/01/2014 00:00:00,Umbrarum Regni,heavy metal
01/01/2009 00:00:00,Uncle Acid & the deadbeats,heavy metal
01/01/2005 00:00:00,Universe217,heavy metal
01/01/2010 00:00:00,UR,heavy metal
01/01/2005 00:00:00,Vestal Claret,heavy metal
01/01/2007 00:00:00,Vin de Mia Trix,heavy metal
01/01/1993 00:00:00,Voiceless Void,heavy metal
01/01/2000 00:00:00,Vorongrai,heavy metal
01/01/1994 00:00:00,Warhammer,heavy metal
01/01/1995 00:00:00,Weeping Silence,heavy metal
01/01/2010 00:00:00,When Nothing Remains,heavy metal
01/01/1991 00:00:00,While Heaven Wept,heavy metal
01/01/2008 00:00:00,Windhand,heavy metal
01/01/1988 00:00:00,Winter,heavy metal
01/01/1999 00:00:00,Winterkou,heavy metal
01/01/2014 00:00:00,With the Dead,heavy metal
01/01/2008 00:00:00,Without God,heavy metal
01/01/2015 00:00:00,Wizard City,heavy metal
01/01/2008 00:00:00,Woe Unto Me,heavy metal
01/01/2001 00:00:00,Wraith of the Ropes,heavy metal
01/01/2016 00:00:00,Wretched Tsar,heavy metal
01/01/2001 00:00:00,Year of No Light,heavy metal
01/01/2003 00:00:00,Yog-Sothoth,heavy metal
01/01/2012 00:00:00,Zolle,heavy metal
01/01/2015 00:00:00,Zutroi,heavy metal
01/01/2001 00:00:00,Schwarz & Funk,downtempo
01/01/2006 00:00:00,A Sunny Day in Glasgow,alternative / indie rock
01/01/1986 00:00:00,A.R. Kane,alternative / indie rock
01/01/1998 00:00:00,Akmeè?u d?Årzs,alternative / indie rock
01/01/2004 00:00:00,Beach House,alternative / indie rock
01/01/1995 00:00:00,Claire Voyant,alternative / indie rock
01/01/1981 00:00:00,Cocteau Twins,alternative / indie rock
01/01/2010 00:00:00,Craft Spells,alternative / indie rock
01/01/2011 00:00:00,DIIV,alternative / indie rock
01/01/2014 00:00:00,Endors,alternative / indie rock
01/01/2008 00:00:00,Esben and the Witch,alternative / indie rock
01/01/2013 00:00:00,Freeend,alternative / indie rock
01/01/1998 00:00:00,Lenny Valentino,alternative / indie rock
01/01/1991 00:00:00,Love Spirals Downwards,alternative / indie rock
01/01/2001 00:00:00,M83,alternative / indie rock
01/01/1988 00:00:00,Miranda Sex Garden,alternative / indie rock
01/01/1987 00:00:00,Pale Saints,alternative / indie rock
01/01/2010 00:00:00,Purity Ring,alternative / indie rock
01/01/2009 00:00:00,Quilt,alternative / indie rock
01/01/1994 00:00:00,Sigur R??s,alternative / indie rock
01/01/2011 00:00:00,Swim Deep,alternative / indie rock
01/01/1981 00:00:00,The Chameleons,alternative / indie rock
01/01/2013 00:00:00,The Skipping Forecast,alternative / indie rock
01/01/1988 00:00:00,The Smashing Pumpkins,alternative / indie rock
01/01/1987 00:00:00,The Sundays,alternative / indie rock
01/01/1993 00:00:00,These Crimson Dreams,alternative / indie rock
01/01/2010 00:00:00,Us Baby Bear Bones,alternative / indie rock
01/01/2004 00:00:00,Warpaint,alternative / indie rock
01/01/2002 00:00:00,Wukimon,alternative / indie rock
01/01/2005 00:00:00,Young Galaxy,alternative / indie rock
01/01/2009 00:00:00,Zeit,alternative / indie rock
01/01/2000 00:00:00,10 Ft. Ganja Plant,dub
01/01/1995 00:00:00,38 Dub Band,dub
01/01/2011 00:00:00,Ah When,dub
01/01/1999 00:00:00,Aria Urban??,dub
01/01/1984 00:00:00,Big Audio Dynamite,dub
01/01/2015 00:00:00,Bombshelter Beast,dub
01/01/2010 00:00:00,Candy45,dub
01/01/1988 00:00:00,Darkwood Dub,dub
01/01/2009 00:00:00,Doctor Red,dub
01/01/1987 00:00:00,????ù???????ùÅù?,dub
01/01/2008 00:00:00,Dub Colossus,dub
01/01/2013 00:00:00,Dub Dynasty,dub
01/01/1997 00:00:00,Dub Inc,dub
01/01/1996 00:00:00,Dub Pistols,dub
01/01/1999 00:00:00,Dub Trees,dub
01/01/2013 00:00:00,Dubblecross,dub
01/01/1998 00:00:00,Ethnician,dub
01/01/1998 00:00:00,Groundation,dub
01/01/1997 00:00:00,High Tone,dub
01/01/1996 00:00:00,Idem,dub
01/01/2012 00:00:00,Indyca,dub
01/01/2005 00:00:00,Iphaze,dub
01/01/1991 00:00:00,Kora,dub
01/01/1996 00:00:00,L??be Radiant Dub System,dub
01/01/1989 00:00:00,Leftfield,dub
01/01/2012 00:00:00,Maloelacaeza,dub
01/01/2009 00:00:00,Ministry of Echology,dub
01/01/2006 00:00:00,Peaking Lights,dub
01/01/1997 00:00:00,Pepper,dub
01/01/2001 00:00:00,Pocket Billiards,dub
01/01/2003 00:00:00,R2jeux,dub
01/01/2009 00:00:00,Sly and Reggie,dub
01/01/1997 00:00:00,SOJA,dub
01/01/1998 00:00:00,Spam Allstars,dub
01/01/1981 00:00:00,Stick Against Stone,dub
01/01/1979 00:00:00,Suns of Arqa,dub
01/01/2010 00:00:00,Tetra Hydro K,dub
01/01/1995 00:00:00,Thievery Corporation,dub
01/01/2012 00:00:00,Ua Tea,dub
01/01/1997 00:00:00,villalog,dub
01/01/1994 00:00:00,Yellow Umbrella,dub
01/01/2007 00:00:00,16 Bit,jungle / drum'n'bass
01/01/2011 00:00:00,Adventure Club,jungle / drum'n'bass
01/01/2007 00:00:00,Aucan,jungle / drum'n'bass
01/01/2011 00:00:00,Blackburner,jungle / drum'n'bass
01/01/2013 00:00:00,Blunt Force,jungle / drum'n'bass
01/01/2010 00:00:00,Constance,jungle / drum'n'bass
01/01/2008 00:00:00,Downslide,jungle / drum'n'bass
01/01/2002 00:00:00,Foreign Beggars,jungle / drum'n'bass
01/01/2008 00:00:00,Ganja White Night,jungle / drum'n'bass
01/01/2012 00:00:00,Ghost Karate,jungle / drum'n'bass
01/01/2007 00:00:00,Jack Beats,jungle / drum'n'bass
01/01/2011 00:00:00,Klaypex,jungle / drum'n'bass
01/01/2011 00:00:00,Knife Party,jungle / drum'n'bass
01/01/2007 00:00:00,Krewella,jungle / drum'n'bass
01/01/2007 00:00:00,Magnetic Man,jungle / drum'n'bass
01/01/2008 00:00:00,Mount Kimbie,jungle / drum'n'bass
01/01/2004 00:00:00,NERO,jungle / drum'n'bass
01/01/1988 00:00:00,Secret Archives of the Vatican,jungle / drum'n'bass
01/01/2012 00:00:00,Semtex,jungle / drum'n'bass
01/01/2009 00:00:00,Sepalcure,jungle / drum'n'bass
01/01/2011 00:00:00,Soap Dodgers,jungle / drum'n'bass
01/01/2006 00:00:00,Soundproof,jungle / drum'n'bass
01/01/2007 00:00:00,Vent,jungle / drum'n'bass
01/01/2010 00:00:00,Yellow Claw,jungle / drum'n'bass
01/01/2016 00:00:00,3RD Season,electronica
01/01/1998 00:00:00,Cobold Chrysalis,electronica
01/01/2013 00:00:00,DMNDZ,electronica
01/01/2008 00:00:00,Exist in Sound,electronica
01/01/2008 00:00:00,Futuro Primitivo,electronica
01/01/2015 00:00:00,Grey,electronica
01/01/2013 00:00:00,Jack ??,electronica
01/01/1987 00:00:00,King Felix,electronica
01/01/2009 00:00:00,North Base,electronica
01/01/2012 00:00:00,Over the Transom,electronica
01/01/2011 00:00:00,Pariis Opera House,electronica
01/01/2011 00:00:00,Present Paradox,electronica
01/01/2001 00:00:00,The Music of A. Craze,electronica
01/01/2006 00:00:00,das-kollektiv.net,alternative / indie rock
01/01/2001 00:00:00,47,techno
01/01/1991 00:00:00,:wumpscut:,techno
01/01/1996 00:00:00,[:SITD:],techno
01/01/2001 00:00:00,1 Giant Leap,techno
01/01/1999 00:00:00,1200 Micrograms,techno
01/01/2009 00:00:00,1derlying,techno
01/01/2004 00:00:00,3OH!3,techno
01/01/1999 00:00:00,A Perfect Circle,techno
01/01/2007 00:00:00,Abitwise,techno
01/01/1994 00:00:00,Add N to (X),techno
01/01/2001 00:00:00,Aes Dana,techno
01/01/1995 00:00:00,Air,techno
01/01/1992 00:00:00,Alert!,techno
01/01/2000 00:00:00,Alien Vampires,techno
01/01/1998 00:00:00,All India Radio,techno
01/01/2009 00:00:00,Alpine,techno
01/01/1988 00:00:00,Alter Ego,techno
01/01/2009 00:00:00,AlunaGeorge,techno
01/01/1999 00:00:00,Amduscia,techno
01/01/2007 00:00:00,Ampoule Andario,techno
01/01/1990 00:00:00,And One,techno
01/01/2012 00:00:00,Animal Music,techno
01/01/1996 00:00:00,Antenna 59,techno
01/01/1986 00:00:00,Anything Box,techno
01/01/2013 00:00:00,Apache Darling,techno
01/01/1989 00:00:00,Apoptygma Berzerk,techno
01/01/1995 00:00:00,Aquasky,techno
01/01/1994 00:00:00,Archive,techno
01/01/2005 00:00:00,Asato Maa,techno
01/01/1996 00:00:00,Asura,techno
01/01/1994 00:00:00,At the Drive??êIn,techno
01/01/1997 00:00:00,atelierTheremin,techno
01/01/2012 00:00:00,Athlete Dust,techno
01/01/2012 00:00:00,Attenuate,techno
01/01/2009 00:00:00,Austra,techno
01/01/1991 00:00:00,Autechre,techno
01/01/2003 00:00:00,Autohypnosis,techno
01/01/2006 00:00:00,Automelodi,techno
01/01/2003 00:00:00,Ayria,techno
01/01/2014 00:00:00,AZTECCORMORANT,techno
01/01/2000 00:00:00,B.I.G.,techno
01/01/1988 00:00:00,Bad Company UK,techno
01/01/2006 00:00:00,Bag Raiders,techno
01/01/1994 00:00:00,Basement Jaxx,techno
01/01/1987 00:00:00,Batt,techno
01/01/2007 00:00:00,Beats Antique,techno
01/01/2001 00:00:00,Birdy Nam Nam,techno
01/01/2008 00:00:00,Black Diamond Bay,techno
01/01/2009 00:00:00,blackpaperplanes,techno
01/01/2001 00:00:00,Blaqk Audio,techno
01/01/1998 00:00:00,Blutengel,techno
01/01/1986 00:00:00,Boards of Canada,techno
01/01/1996 00:00:00,Body Mass Index,techno
01/01/2005 00:00:00,Bodyrox,techno
01/01/2006 00:00:00,Bolt Action Five,techno
01/01/2002 00:00:00,Boomkat,techno
01/01/2005 00:00:00,Br??derna Baguette,techno
01/01/1991 00:00:00,Broken Radio,techno
01/01/1994 00:00:00,Bullerbyne,techno
01/01/1998 00:00:00,C2C,techno
01/01/2007 00:00:00,Camo & Krooked,techno
01/01/1983 00:00:00,Camouflage,techno
01/01/2011 00:00:00,Caput Lava,techno
01/01/1996 00:00:00,Carbon Based Lifeforms,techno
01/01/2004 00:00:00,CeDigest,techno
01/01/2003 00:00:00,Chase & Status,techno
01/01/2008 00:00:00,CHEW LiPS,techno
01/01/2007 00:00:00,CHROM,techno
01/01/2001 00:00:00,Chromeo,techno
01/01/2004 00:00:00,cirKus,techno
01/01/2009 00:00:00,CLASSIXX,techno
01/01/2001 00:00:00,Clazziquai Project,techno
01/01/2002 00:00:00,Client,techno
01/01/2003 00:00:00,Combichrist,techno
01/01/1999 00:00:00,Concord Dawn,techno
01/01/2009 00:00:00,Core Wizard and Dark Master,techno
01/01/2008 00:00:00,Cosmetics,techno
01/01/1989 00:00:00,Covenant,techno
01/01/2002 00:00:00,Cryo,techno
01/01/1989 00:00:00,Culture Beat,techno
01/01/1990 00:00:00,D:Ream,techno
01/01/1990 00:00:00,????ùÅ????ù??????? ?ê????ù???ùè,techno
01/01/1994 00:00:00,dA JoRMaS,techno
01/01/1992 00:00:00,Daft Punk,techno
01/01/2000 00:00:00,DaKsha,techno
01/01/2007 00:00:00,Dan le Sac vs. Scroobius Pip,techno
01/01/2000 00:00:00,Datarock,techno
01/01/2011 00:00:00,datavase,techno
01/01/1988 00:00:00,De/Vision,techno
01/01/2010 00:00:00,Dead When I Found Her,techno
01/01/2001 00:00:00,Death From Above 1979,techno
01/01/2011 00:00:00,Death Rattle,techno
01/01/1992 00:00:00,Deep Forest,techno
01/01/1980 00:00:00,Depeche Mode,techno
01/01/1997 00:00:00,De-Phazz,techno
01/01/1999 00:00:00,Desert Planet,techno
01/01/2007 00:00:00,Dexcell,techno
01/01/1977 00:00:00,Die Form,techno
01/01/1991 00:00:00,Digital Art,techno
01/01/2008 00:00:00,Discobitch,techno
01/01/1990 00:00:00,DJ Food,techno
01/01/1995 00:00:00,Download,techno
01/01/2014 00:00:00,Dropout,techno
01/01/1998 00:00:00,??????,techno
01/01/1997 00:00:00,Ed Rush & Optical,techno
01/01/2000 00:00:00,Egotronic,techno
01/01/2006 00:00:00,Eisenfunk,techno
01/01/2010 00:00:00,El Freaky,techno
01/01/2003 00:00:00,Electric President,techno
01/01/1978 00:00:00,Emerald Web,techno
01/01/2006 00:00:00,Empire of the Sun,techno
01/01/2008 00:00:00,E-Musikgruppe Lux Ohr,techno
01/01/1990 00:00:00,Enigma,techno
01/01/2015 00:00:00,Equador,techno
01/01/2007 00:00:00,Evil Heat,techno
01/01/2000 00:00:00,Evol Intent,techno
01/01/1994 00:00:00,EZ3kiel,techno
01/01/1999 00:00:00,F.E.V.E.R.,techno
01/01/2004 00:00:00,Faderhead,techno
01/01/1995 00:00:00,Faithless,techno
01/01/2011 00:00:00,Feathers,techno
01/01/2013 00:00:00,FEATHERWEST,techno
01/01/2012 00:00:00,Feral Five,techno
01/01/2007 00:00:00,Fernn,techno
01/01/1990 00:00:00,Fila Brazillia,techno
01/01/2015 00:00:00,Fine Animal,techno
01/01/2013 00:00:00,Fins a Luminous,techno
01/01/2010 00:00:00,Flight Facilities,techno
01/01/2006 00:00:00,Fonogeri,techno
01/01/2001 00:00:00,Footsteps on Mars,techno
01/01/2011 00:00:00,FRANCO,techno
01/01/1982 00:00:00,Frankie Goes to Hollywood,techno
01/01/2009 00:00:00,Freakangel,techno
01/01/1987 00:00:00,French B.,techno
01/01/2010 00:00:00,French Soul Party,techno
01/01/1981 00:00:00,Front 242,techno
01/01/1986 00:00:00,Front Line Assembly,techno
01/01/2000 00:00:00,Fujiya & Miyagi,techno
01/01/2001 00:00:00,Gabriel & Dresden,techno
01/01/2001 00:00:00,Gang Gang Dance,techno
01/01/2004 00:00:00,Genghis Tron,techno
01/01/2012 00:00:00,Give Her The Gun,techno
01/01/1995 00:00:00,globe,techno
01/01/2000 00:00:00,GOOSE,techno
01/01/1999 00:00:00,Gorillaz,techno
01/01/1999 00:00:00,Gotan Project,techno
