date_time,text,value
01/01/1992 00:00:00,That Fucking Tank,alternative / indie rock
01/01/1993 00:00:00,The Dismemberment Plan,alternative / indie rock
01/01/1987 00:00:00,The Jesus Lizard,alternative / indie rock
01/01/1994 00:00:00,The Locust,alternative / indie rock
01/01/1997 00:00:00,Umphrey???s McGee,alternative / indie rock
01/01/2012 00:00:00,Yawn Hic,alternative / indie rock
01/01/1994 00:00:00,36 Crazyfists,heavy metal
01/01/2003 00:00:00,A Day to Remember,heavy metal
01/01/1995 00:00:00,????è?,heavy metal
01/01/2004 00:00:00,After the Burial,heavy metal
01/01/1998 00:00:00,All That Remains,heavy metal
01/01/2006 00:00:00,Anathematize,heavy metal
01/01/1999 00:00:00,AqME,heavy metal
01/01/2004 00:00:00,Architects,heavy metal
01/01/2000 00:00:00,As I Lay Dying,heavy metal
01/01/2007 00:00:00,Asking Alexandria,heavy metal
01/01/1998 00:00:00,Atreyu,heavy metal
01/01/2003 00:00:00,August Burns Red,heavy metal
01/01/2004 00:00:00,Aura of Insane,heavy metal
01/01/2011 00:00:00,AxeWound,heavy metal
01/01/2004 00:00:00,Azriel,heavy metal
01/01/2012 00:00:00,Beneath the Depths,heavy metal
01/01/2004 00:00:00,Blessthefall,heavy metal
01/01/2004 00:00:00,Blonk,heavy metal
01/01/2004 00:00:00,Bring Me the Horizon,heavy metal
01/01/2003 00:00:00,Bullet for My Valentine,heavy metal
01/01/1993 00:00:00,Burst,heavy metal
01/01/1997 00:00:00,Caliban,heavy metal
01/01/2002 00:00:00,Callejon,heavy metal
01/01/1998 00:00:00,Chimaira,heavy metal
01/01/2008 00:00:00,"Chunk! No, Captain Chunk!",heavy metal
01/01/2002 00:00:00,Corpus Christi,heavy metal
01/01/2003 00:00:00,Crimson Orchid,heavy metal
01/01/2004 00:00:00,??ù????? ?? ??ù?????ù???ù?,heavy metal
01/01/2004 00:00:00,Destroy the Runner,heavy metal
01/01/2012 00:00:00,Devil You Know,heavy metal
01/01/1992 00:00:00,Earth Crisis,heavy metal
01/01/2010 00:00:00,EHRENMORD,heavy metal
01/01/2001 00:00:00,Embrace the End,heavy metal
01/01/2004 00:00:00,Escape the Fate,heavy metal
01/01/1999 00:00:00,Evergreen Terrace,heavy metal
01/01/1998 00:00:00,Every Time I Die,heavy metal
01/01/2003 00:00:00,Eyes Set to Kill,heavy metal
01/01/2003 00:00:00,Figure of Six,heavy metal
01/01/2003 00:00:00,For the Fallen Dreams,heavy metal
01/01/2000 00:00:00,From Autumn to Ashes,heavy metal
01/01/1993 00:00:00,Frontside,heavy metal
01/01/2000 00:00:00,Full Blown Chaos,heavy metal
01/01/2007 00:00:00,Glamour of the Kill,heavy metal
01/01/1996 00:00:00,God Forbid,heavy metal
01/01/2001 00:00:00,Haste the Day,heavy metal
01/01/1995 00:00:00,Hatebreed,heavy metal
01/01/2000 00:00:00,HeadUp,heavy metal
01/01/2009 00:00:00,Hell-Sing,heavy metal
01/01/2008 00:00:00,Hidden Scars,heavy metal
01/01/1998 00:00:00,Himsa,heavy metal
01/01/2014 00:00:00,Hope in Misery,heavy metal
01/01/2003 00:00:00,I Killed the Prom Queen,heavy metal
01/01/2014 00:00:00,I Promised Once,heavy metal
01/01/2014 00:00:00,In Sulfur,heavy metal
01/01/2001 00:00:00,Ion Dissonance,heavy metal
01/01/2008 00:00:00,Kalypso,heavy metal
01/01/1999 00:00:00,Killswitch Engage,heavy metal
01/01/2005 00:00:00,Kingdom of Sorrow,heavy metal
01/01/1998 00:00:00,Lamb of God,heavy metal
01/01/2003 00:00:00,Ligeia,heavy metal
01/01/2004 00:00:00,lynch.,heavy metal
01/01/2010 00:00:00,Make Me Famous,heavy metal
01/01/2005 00:00:00,Many Things Untold,heavy metal
01/01/1998 00:00:00,Maroon,heavy metal
01/01/2008 00:00:00,Massacre Conspiracy,heavy metal
01/01/2007 00:00:00,Miss May I,heavy metal
01/01/2005 00:00:00,Motionless in White,heavy metal
01/01/2004 00:00:00,MYCHILDREN MYBRIDE,heavy metal
01/01/2008 00:00:00,Nasty Taste,heavy metal
01/01/2009 00:00:00,Of Mice & Men,heavy metal
01/01/2001 00:00:00,On Broken Wings,heavy metal
01/01/1997 00:00:00,Pain Inc,heavy metal
01/01/2003 00:00:00,Parkway Drive,heavy metal
01/01/2003 00:00:00,Purified in Blood,heavy metal
01/01/1994 00:00:00,Raunchy,heavy metal
01/01/2010 00:00:00,Red Horizons,heavy metal
01/01/2009 00:00:00,Redeemer,heavy metal
01/01/2010 00:00:00,Reflections,heavy metal
01/01/2006 00:00:00,Revocation,heavy metal
01/01/2007 00:00:00,SlitCell,heavy metal
01/01/2002 00:00:00,Sonic Syndicate,heavy metal
01/01/1996 00:00:00,Spineshank,heavy metal
01/01/2001 00:00:00,Stray From the Path,heavy metal
01/01/2001 00:00:00,Switchpin,heavy metal
01/01/2008 00:00:00,Texas in July,heavy metal
01/01/2001 00:00:00,Textures,heavy metal
01/01/2004 00:00:00,The Agonist,heavy metal
01/01/2000 00:00:00,The Agony Scene,heavy metal
01/01/2005 00:00:00,The Devil Wears Prada,heavy metal
01/01/2006 00:00:00,The Ghost Inside,heavy metal
01/01/2003 00:00:00,The Human Abstract,heavy metal
01/01/2003 00:00:00,The Korea,heavy metal
01/01/2012 00:00:00,The Matter of China,heavy metal
01/01/1997 00:00:00,Throwdown,heavy metal
01/01/2000 00:00:00,Trivium,heavy metal
01/01/1998 00:00:00,Unearth,heavy metal
01/01/2009 00:00:00,Volumes,heavy metal
01/01/1998 00:00:00,Walls of Jericho,heavy metal
01/01/2005 00:00:00,War From a Harlots Mouth,heavy metal
01/01/2007 00:00:00,We Butter the Bread With Butter,heavy metal
01/01/2006 00:00:00,While She Sleeps,heavy metal
01/01/2009 00:00:00,White Walls,heavy metal
01/01/2000 00:00:00,Winter Solstice,heavy metal
01/01/1978 00:00:00,Fast Cars,british blues
01/01/1978 00:00:00,Secret Affair,british blues
01/01/1979 00:00:00,Teenage Filmstars,british blues
01/01/1979 00:00:00,The Accidents,british blues
01/01/2010 00:00:00,The Blue Squares,british blues
01/01/1978 00:00:00,The Chords,british blues
01/01/1976 00:00:00,The Moondogs,british blues
01/01/1963 00:00:00,The Spencer Davis Group,british blues
01/01/1979 00:00:00,The Lambrettas,punk / new wave
01/01/2003 00:00:00,Gushpanka,fusion
01/01/1989 00:00:00,Human Nature,early r&b
01/01/2012 00:00:00,The Vangoes,early r&b
01/01/2012 00:00:00,Trixie and the Nasties,early r&b
01/01/2005 00:00:00,Caamora,art-rock / experimental
01/01/1981 00:00:00,Egdon Heath,art-rock / experimental
01/01/2005 00:00:00,Gandalf's Fist,art-rock / experimental
01/01/2015 00:00:00,Graphic,art-rock / experimental
01/01/2008 00:00:00,Brigitte,contemporary r&b
01/01/1997 00:00:00,Floetry,contemporary r&b
01/01/2011 00:00:00,Hiatus Kaiyote,contemporary r&b
01/01/2015 00:00:00,Ma??,contemporary r&b
01/01/1992 00:00:00,Eternal,contemporary r&b
01/01/1987 00:00:00,Guy,contemporary r&b
01/01/1990 00:00:00,SWV,contemporary r&b
01/01/1984 00:00:00,The Boys,contemporary r&b
01/01/1991 00:00:00,TLC,contemporary r&b
01/01/1978 00:00:00,The Radiators,early r&b
01/01/1980 00:00:00,A Flock of Seagulls,punk / new wave
01/01/1979 00:00:00,Classix Nouveaux,punk / new wave
01/01/1982 00:00:00,Moss Garten,punk / new wave
01/01/1979 00:00:00,Spandau Ballet,punk / new wave
01/01/1981 00:00:00,Talk Talk,punk / new wave
01/01/1976 00:00:00,Ultravox,punk / new wave
01/01/1978 00:00:00,Visage,punk / new wave
01/01/1985 00:00:00,1984,alternative / indie rock
01/01/1980 00:00:00,1000 Ohm,alternative / indie rock
01/01/2004 00:00:00,Agent M,alternative / indie rock
01/01/1983 00:00:00,a-ha,alternative / indie rock
01/01/1983 00:00:00,Animotion,alternative / indie rock
01/01/1977 00:00:00,Automatics,alternative / indie rock
01/01/2007 00:00:00,Bad Light District,alternative / indie rock
01/01/1981 00:00:00,Big Country,alternative / indie rock
01/01/1974 00:00:00,Blondie,alternative / indie rock
01/01/1979 00:00:00,Breakfast Club,alternative / indie rock
01/01/1977 00:00:00,Buggles,alternative / indie rock
01/01/1976 00:00:00,Buzzcocks,alternative / indie rock
01/01/2006 00:00:00,Cola Freaks,alternative / indie rock
01/01/2006 00:00:00,Cousins,alternative / indie rock
01/01/1979 00:00:00,Crash Course in Science,alternative / indie rock
01/01/2011 00:00:00,Crystal Bridge,alternative / indie rock
01/01/1981 00:00:00,?ê??ù?ùè??ùÅ,alternative / indie rock
01/01/1986 00:00:00,Der Marabu,alternative / indie rock
01/01/1972 00:00:00,DEVO,alternative / indie rock
01/01/1978 00:00:00,Dexys Midnight Runners,alternative / indie rock
01/01/2015 00:00:00,DIIP,alternative / indie rock
01/01/1972 00:00:00,Dragon,alternative / indie rock
01/01/1978 00:00:00,Duran Duran,alternative / indie rock
01/01/1992 00:00:00,Elastica,alternative / indie rock
01/01/1983 00:00:00,End of Data,alternative / indie rock
01/01/1980 00:00:00,Eurythmics,alternative / indie rock
01/01/2002 00:00:00,Final Feliz,alternative / indie rock
01/01/1976 00:00:00,Flash and the Pan,alternative / indie rock
01/01/1977 00:00:00,Frakture,alternative / indie rock
01/01/1977 00:00:00,Gang of Four,alternative / indie rock
01/01/2009 00:00:00,Hurts,alternative / indie rock
01/01/1980 00:00:00,Ideal,alternative / indie rock
01/01/1980 00:00:00,Idoli,alternative / indie rock
01/01/1981 00:00:00,Indochine,alternative / indie rock
01/01/1978 00:00:00,Joy Division,alternative / indie rock
01/01/1982 00:00:00,Kajagoogoo,alternative / indie rock
01/01/2014 00:00:00,L'An2000,alternative / indie rock
01/01/1981 00:00:00,Lime,alternative / indie rock
01/01/2014 00:00:00,Lode Runner,alternative / indie rock
01/01/1998 00:00:00,Magnetfisch,alternative / indie rock
01/01/1980 00:00:00,Missing Persons,alternative / indie rock
01/01/1982 00:00:00,Nena,alternative / indie rock
01/01/1987 00:00:00,Neurone,alternative / indie rock
01/01/1980 00:00:00,New Order,alternative / indie rock
01/01/2003 00:00:00,Nouvelle Vague,alternative / indie rock
01/01/1972 00:00:00,Oingo Boingo,alternative / indie rock
01/01/1976 00:00:00,Orange Juice,alternative / indie rock
01/01/2010 00:00:00,Peter Hook and The Light,alternative / indie rock
01/01/2011 00:00:00,Phoenix Thunderbird,alternative / indie rock
01/01/2006 00:00:00,Pompeya,alternative / indie rock
01/01/1978 00:00:00,Pretenders,alternative / indie rock
01/01/1978 00:00:00,Public Image Ltd,alternative / indie rock
01/01/1983 00:00:00,Rendez-Vous,alternative / indie rock
01/01/2014 00:00:00,Resurrection Radio,alternative / indie rock
01/01/1982 00:00:00,Rezerwat,alternative / indie rock
01/01/1977 00:00:00,Simple Minds,alternative / indie rock
01/01/1976 00:00:00,Siouxsie and the Banshees,alternative / indie rock
01/01/1980 00:00:00,Soft Cell,alternative / indie rock
01/01/1983 00:00:00,Spear of Destiny,alternative / indie rock
01/01/2009 00:00:00,Summer Camp,alternative / indie rock
01/01/1974 00:00:00,Talking Heads,alternative / indie rock
01/01/1979 00:00:00,Taxi,alternative / indie rock
01/01/1973 00:00:00,Television,alternative / indie rock
01/01/1979 00:00:00,The Act,alternative / indie rock
01/01/1976 00:00:00,The B??ê52s,alternative / indie rock
01/01/1983 00:00:00,The Bolshoi,alternative / indie rock
01/01/1976 00:00:00,The Cars,alternative / indie rock
01/01/1976 00:00:00,The Clash,alternative / indie rock
01/01/1977 00:00:00,The Cure,alternative / indie rock
01/01/1976 00:00:00,The Feelies,alternative / indie rock
01/01/1976 00:00:00,The Jam,alternative / indie rock
01/01/1978 00:00:00,The Knack,alternative / indie rock
01/01/2002 00:00:00,The Lovemakers,alternative / indie rock
01/01/1985 00:00:00,The Lover Speaks,alternative / indie rock
01/01/1975 00:00:00,The Motels,alternative / indie rock
01/01/1976 00:00:00,The Only Ones,alternative / indie rock
01/01/1977 00:00:00,The Police,alternative / indie rock
01/01/1976 00:00:00,The Sports,alternative / indie rock
01/01/1974 00:00:00,The Stranglers,alternative / indie rock
01/01/1979 00:00:00,The The,alternative / indie rock
01/01/1975 00:00:00,The Undertones,alternative / indie rock
01/01/1978 00:00:00,The Waitresses,alternative / indie rock
01/01/1983 00:00:00,Then Jerico,alternative / indie rock
01/01/2010 00:00:00,Third Man Theme,alternative / indie rock
01/01/1979 00:00:00,Trio,alternative / indie rock
01/01/2010 00:00:00,Uniqplan,alternative / indie rock
01/01/1977 00:00:00,Wall of Voodoo,alternative / indie rock
01/01/2005 00:00:00,We Are the Physics,alternative / indie rock
01/01/1976 00:00:00,X??êRay Spex,alternative / indie rock
01/01/1976 00:00:00,XTC,alternative / indie rock
01/01/1982 00:00:00,Yazoo,alternative / indie rock
01/01/1977 00:00:00,Stormchild,alternative / indie rock
01/01/1982 00:00:00,Disciplin A Kitschme,punk / new wave
01/01/1978 00:00:00,ESG,punk / new wave
01/01/1982 00:00:00,Swans,punk / new wave
01/01/2003 00:00:00,Die! Die! Die!,alternative / indie rock
01/01/2005 00:00:00,Ringo Deathstarr,alternative / indie rock
01/01/2000 00:00:00,Singapore Sling,alternative / indie rock
01/01/2008 00:00:00,Sleigh Bells,alternative / indie rock
01/01/1990 00:00:00,Stereolab,alternative / indie rock
01/01/1986 00:00:00,The House of Love,alternative / indie rock
01/01/1985 00:00:00,The Primitives,alternative / indie rock
01/01/2003 00:00:00,A Place to Bury Strangers,art-rock / experimental
01/01/2011 00:00:00,Abandcalledboy,art-rock / experimental
01/01/2009 00:00:00,Boar,art-rock / experimental
01/01/1986 00:00:00,Boredoms,art-rock / experimental
01/01/2014 00:00:00,????ù????? ù?????ù?ù? ??ù???ù?ù? ????ù?????,art-rock / experimental
01/01/2007 00:00:00,??ù???ùÅù?,art-rock / experimental
01/01/1992 00:00:00,Harmful,art-rock / experimental
01/01/2011 00:00:00,Huacho,art-rock / experimental
01/01/2008 00:00:00,Iceage,art-rock / experimental
01/01/2010 00:00:00,Jahroom,art-rock / experimental
01/01/1995 00:00:00,Jucifer,art-rock / experimental
01/01/1996 00:00:00,mclusky,art-rock / experimental
01/01/1988 00:00:00,Pain Teens,art-rock / experimental
01/01/2002 00:00:00,Parts & Labor,art-rock / experimental
01/01/2012 00:00:00,Perfect Pussy,art-rock / experimental
01/01/1981 00:00:00,Sonic Youth,art-rock / experimental
01/01/2007 00:00:00,The Deepsea Goes,art-rock / experimental
01/01/2010 00:00:00,The Johnny Red Eyes,art-rock / experimental
01/01/2006 00:00:00,The Lost Rivers,art-rock / experimental
01/01/2008 00:00:00,The Netherlands,art-rock / experimental
01/01/2009 00:00:00,The Soft Moon,art-rock / experimental
01/01/1988 00:00:00,Unsane,art-rock / experimental
01/01/1991 00:00:00,Unwound,art-rock / experimental
01/01/2007 00:00:00,uSSSy,art-rock / experimental
01/01/1969 00:00:00,The Performers,soul
01/01/2004 00:00:00,Am?? Toki,foreign language rock
01/01/1995 00:00:00,Debout sur le Zinc,foreign language rock
01/01/2000 00:00:00,Flatfoot 56,punk / new wave
01/01/2006 00:00:00,OME world,opera
01/01/2013 00:00:00,7pm Ritual,orchestral
01/01/2010 00:00:00,All Is Beta,orchestral
01/01/2000 00:00:00,E.S. Posthumus,orchestral
01/01/2001 00:00:00,HUMANWINE,orchestral
01/01/2000 00:00:00,Lost Kingdom,orchestral
01/01/1977 00:00:00,Love & Kisses,orchestral
01/01/1996 00:00:00,Taxim,orchestral
01/01/2006 00:00:00,Two Steps From Hell,orchestral
01/01/2000 00:00:00,Desolation Angels,progressive country
01/01/2005 00:00:00,Whitey Morgan and the 78's,progressive country
01/01/1984 00:00:00,Thin White Rope,alternative / indie rock
01/01/1991 00:00:00,883,pop / rock
01/01/1995 00:00:00,*NSYNC,pop / rock
01/01/1972 00:00:00,10cc,pop / rock
01/01/2012 00:00:00,130 ???? ??ùÅù?ù???ù??????? ???? ùÅù???ù?????ù??????? Vespa,pop / rock
01/01/1995 00:00:00,17 Hippies,pop / rock
01/01/1971 00:00:00,2 plus 1,pop / rock
01/01/1991 00:00:00,2 Unlimited,pop / rock
01/01/2015 00:00:00,2far2jump,pop / rock
01/01/2000 00:00:00,2raumwohnung,pop / rock
01/01/2012 00:00:00,31hours,pop / rock
01/01/2002 00:00:00,3JS,pop / rock
01/01/2000 00:00:00,4 in Love,pop / rock
01/01/1997 00:00:00,98??,pop / rock
01/01/2009 00:00:00,???????????ù??????,pop / rock
01/01/2009 00:00:00,?????????????????¶??ù?????¶??ú??????,pop / rock
01/01/2005 00:00:00,???????????? The Grace,pop / rock
01/01/1969 00:00:00,?Å??Å??Å??Å??Å?????Å?,pop / rock
01/01/2002 00:00:00,?è??????è??ê,pop / rock
01/01/2008 00:00:00,?Å?????Å????.inc,pop / rock
01/01/1996 00:00:00,A1,pop / rock
01/01/1972 00:00:00,ABBA,pop / rock
01/01/1980 00:00:00,ABC,pop / rock
01/01/1990 00:00:00,Ace of Base,pop / rock
01/01/1991 00:00:00,Acid House Kings,pop / rock
01/01/1977 00:00:00,Adam and The Ants,pop / rock
01/01/1997 00:00:00,?????¶???????????????,pop / rock
01/01/1995 00:00:00,Aikakone,pop / rock
01/01/2009 00:00:00,Akayzia,pop / rock
01/01/2005 00:00:00,AKB48,pop / rock
01/01/2004 00:00:00,Altazores,pop / rock
01/01/1979 00:00:00,Altered Images,pop / rock
01/01/2002 00:00:00,Ama,pop / rock
01/01/2011 00:00:00,Animals of the Carnival,pop / rock
01/01/1996 00:00:00,Anorak Girl,pop / rock
01/01/2002 00:00:00,Appleton,pop / rock
01/01/1994 00:00:00,Aqua,pop / rock
01/01/1987 00:00:00,Army of Lovers,pop / rock
01/01/2000 00:00:00,ATC,pop / rock
01/01/1999 00:00:00,Atomic Kitten,pop / rock
01/01/2009 00:00:00,Auryn,pop / rock
01/01/1993 00:00:00,Autour de Lucie,pop / rock
01/01/2006 00:00:00,Avenue,pop / rock
01/01/1988 00:00:00,B???z,pop / rock
01/01/1993 00:00:00,Backstreet Boys,pop / rock
01/01/1984 00:00:00,Bad Boys Blue,pop / rock
01/01/1988 00:00:00,Balkan Electrique,pop / rock
01/01/1979 00:00:00,Bananarama,pop / rock
01/01/2010 00:00:00,Bearfoot Beware,pop / rock
01/01/1979 00:00:00,Beat,pop / rock
01/01/1958 00:00:00,Bee Gees,pop / rock
01/01/1964 00:00:00,Beto Furquim,pop / rock
01/01/2009 00:00:00,Big Time Rush,pop / rock
01/01/1995 00:00:00,Blue October,pop / rock
01/01/1988 00:00:00,Boyz II Men,pop / rock
01/01/2013 00:00:00,Breakfast at Your Place,pop / rock
01/01/2003 00:00:00,BRIGHT,pop / rock
01/01/2009 00:00:00,bump.y,pop / rock
01/01/2006 00:00:00,Camila,pop / rock
01/01/2010 00:00:00,CANDIDATE23,pop / rock
01/01/1995 00:00:00,Captain Jack,pop / rock
01/01/1981 00:00:00,Carmel,pop / rock
01/01/2006 00:00:00,Cash Cash,pop / rock
01/01/2000 00:00:00,Catscan!,pop / rock
01/01/2010 00:00:00,Centrefolds,pop / rock
01/01/2004 00:00:00,Chapa C,pop / rock
01/01/2012 00:00:00,"Cherry Head, Cherry Heart",pop / rock
01/01/1979 00:00:00,China Crisis,pop / rock
01/01/1998 00:00:00,Cleopatra,pop / rock
01/01/2004 00:00:00,Clique Girlz,pop / rock
01/01/1984 00:00:00,Clouseau,pop / rock
01/01/2004 00:00:00,coffee&wine,pop / rock
01/01/2007 00:00:00,Combine the Victorious,pop / rock
01/01/2011 00:00:00,CousCous,pop / rock
01/01/1995 00:00:00,Creme Planet 2000,pop / rock
01/01/2013 00:00:00,Crooked Chiefs,pop / rock
01/01/1985 00:00:00,Cry No More,pop / rock
01/01/1985 00:00:00,??????-??ùÅù?ù???????,pop / rock
01/01/1996 00:00:00,??ù????? ??????ù?ù?!,pop / rock
01/01/2008 00:00:00,??ù?????ù?ùÅù?,pop / rock
01/01/1987 00:00:00,??ù?????,pop / rock
01/01/2010 00:00:00,Daniel and the Scandals,pop / rock
01/01/2006 00:00:00,D-AQUI,pop / rock
01/01/2007 00:00:00,DARUSO,pop / rock
01/01/2009 00:00:00,DaylightSaving,pop / rock
01/01/2005 00:00:00,De Toppers,pop / rock
01/01/1985 00:00:00,Deacon Blue,pop / rock
01/01/1986 00:00:00,Delerium,pop / rock
01/01/1990 00:00:00,Destiny???s Child,pop / rock
01/01/1992 00:00:00,Deux,pop / rock
01/01/1993 00:00:00,Diabologum,pop / rock
01/01/1987 00:00:00,Die Prinzen,pop / rock
01/01/2010 00:00:00,DIVERS,pop / rock
01/01/2005 00:00:00,????ù?ùÅ????ù?,pop / rock
01/01/2010 00:00:00,Dorothy Little Happy,pop / rock
01/01/2012 00:00:00,Double Take,pop / rock
01/01/2011 00:00:00,Dreamtwinz,pop / rock
01/01/2005 00:00:00,????¶???ú,pop / rock
01/01/1978 00:00:00,Echo & The Bunnymen,pop / rock
01/01/1997 00:00:00,Echt,pop / rock
01/01/2004 00:00:00,Edelis,pop / rock
01/01/2011 00:00:00,Elia & The Low Tears,pop / rock
01/01/2012 00:00:00,EME-15,pop / rock
01/01/1998 00:00:00,???????????ç???,pop / rock
01/01/2007 00:00:00,EU PHORIA,pop / rock
01/01/2006 00:00:00,Eva & The Heartmaker,pop / rock
01/01/2001 00:00:00,F4,pop / rock
01/01/2012 00:00:00,Faint Vision,pop / rock
01/01/1959 00:00:00,Filipinki,pop / rock
01/01/2015 00:00:00,First Congress,pop / rock
01/01/1983 00:00:00,Five Star,pop / rock
01/01/2010 00:00:00,Florida Room,pop / rock
01/01/2014 00:00:00,Fox Hotel,pop / rock
01/01/2015 00:00:00,Fratelli Stellari,pop / rock
01/01/2008 00:00:00,Friends Electric,pop / rock
01/01/2007 00:00:00,From The Jam,pop / rock
01/01/1999 00:00:00,Futro,pop / rock
01/01/2000 00:00:00,Generations Field,pop / rock
01/01/2016 00:00:00,Gillwire,pop / rock
01/01/2013 00:00:00,Glass Giants,pop / rock
01/01/2008 00:00:00,Gluey,pop / rock
01/01/2008 00:00:00,Go Back to the Zoo,pop / rock
01/01/1982 00:00:00,Go West,pop / rock
01/01/1977 00:00:00,Godley & Creme,pop / rock
01/01/2011 00:00:00,"Goodnight, Sunrise",pop / rock
01/01/2000 00:00:00,Goodshirt,pop / rock
01/01/2004 00:00:00,Hedley,pop / rock
01/01/1992 00:00:00,Helen Love,pop / rock
01/01/2008 00:00:00,Hey Monday,pop / rock
01/01/2012 00:00:00,Hey! Hello!,pop / rock
01/01/2007 00:00:00,Hey! Say! JUMP,pop / rock
01/01/2015 00:00:00,Hindu,pop / rock
01/01/1994 00:00:00,Hovery Covery,pop / rock
01/01/2007 00:00:00,Hungry Kids of Hungary,pop / rock
01/01/2010 00:00:00,I Am Horse,pop / rock
01/01/2004 00:00:00,I.D.O.4.,pop / rock
01/01/2012 00:00:00,ç?????ç?????-??????ç??,pop / rock
01/01/2001 00:00:00,Indras,pop / rock
01/01/2013 00:00:00,Jabberwocky,pop / rock
01/01/2011 00:00:00,Jamaican Queens,pop / rock
01/01/2009 00:00:00,Jedward,pop / rock
01/01/2005 00:00:00,Jesse & Joy,pop / rock
01/01/2013 00:00:00,JOELPETER,pop / rock
01/01/1986 00:00:00,Johnny Hates Jazz,pop / rock
01/01/1984 00:00:00,Joy,pop / rock
01/01/2010 00:00:00,Jungle Doctors,pop / rock
01/01/2009 00:00:00,Just By Chance,pop / rock
01/01/2007 00:00:00,KARA,pop / rock
01/01/1973 00:00:00,KC and The Sunshine Band,pop / rock
01/01/1980 00:00:00,Kid Creole and the Coconuts,pop / rock
01/01/2005 00:00:00,Klangbezirk,pop / rock
01/01/2012 00:00:00,Kodiaks,pop / rock
01/01/1992 00:00:00,KRU,pop / rock
01/01/2010 00:00:00,Kwala Bee,pop / rock
01/01/1988 00:00:00,la buena vida,pop / rock
01/01/2008 00:00:00,La Celebraci??n,pop / rock
01/01/2000 00:00:00,La Quinta Estaci??n,pop / rock
01/01/2006 00:00:00,Lady Antebellum,pop / rock
01/01/1979 00:00:00,Laid Back,pop / rock
01/01/1991 00:00:00,L'Arc~en~Ciel,pop / rock
01/01/2009 00:00:00,LectroLips,pop / rock
01/01/2001 00:00:00,Leitmotiv,pop / rock
01/01/1982 00:00:00,Les Innocents,pop / rock
01/01/2001 00:00:00,Leszcze,pop / rock
01/01/1980 00:00:00,Level 42,pop / rock
01/01/1996 00:00:00,Liquido,pop / rock
01/01/1973 00:00:00,Little Roger and The Goosebumps,pop / rock
01/01/2007 00:00:00,livetune,pop / rock
01/01/2006 00:00:00,LMFAO,pop / rock
01/01/2001 00:00:00,Locas in Love,pop / rock
01/01/2014 00:00:00,"Love, Hippies & Gangsters",pop / rock
01/01/2000 00:00:00,Luce,pop / rock
01/01/1991 00:00:00,Luscious Jackson,pop / rock
01/01/2011 00:00:00,M.I.6,pop / rock
01/01/1980 00:00:00,M?¶nchener Freiheit,pop / rock
01/01/1967 00:00:00,Machine,pop / rock
01/01/2002 00:00:00,Magneto Rouge,pop / rock
01/01/1986 00:00:00,Man??,pop / rock
01/01/1962 00:00:00,Manfred Mann,pop / rock
01/01/2005 00:00:00,MARIA,pop / rock
01/01/2002 00:00:00,Maroon 5,pop / rock
01/01/1982 00:00:00,Matt Bianco,pop / rock
01/01/1969 00:00:00,McCully Workshop,pop / rock
01/01/1977 00:00:00,Men Without Hats,pop / rock
01/01/1976 00:00:00,Mental as Anything,pop / rock
01/01/1999 00:00:00,Mighty Mashed Potatoes,pop / rock
01/01/2016 00:00:00,MikaTen,pop / rock
01/01/1983 00:00:00,Modern Talking,pop / rock
01/01/1980 00:00:00,Mods,pop / rock
01/01/2006 00:00:00,Monrose,pop / rock
01/01/2014 00:00:00,Monticule,pop / rock
01/01/2014 00:00:00,MOOON,pop / rock
01/01/2014 00:00:00,Mowbeck,pop / rock
01/01/1991 00:00:00,Mr. President,pop / rock
01/01/1968 00:00:00,Mud,pop / rock
01/01/2003 00:00:00,my little airport,pop / rock
01/01/1983 00:00:00,Na??ve,pop / rock
01/01/1995 00:00:00,Naif,pop / rock
01/01/1996 00:00:00,NaNa,pop / rock
01/01/2000 00:00:00,N-Dubz,pop / rock
01/01/2003 00:00:00,Negicco,pop / rock
01/01/1999 00:00:00,Negramaro,pop / rock
01/01/2000 00:00:00,Neon Beat,pop / rock
01/01/1978 00:00:00,New Edition,pop / rock
01/01/1984 00:00:00,New Kids on the Block,pop / rock
01/01/1972 00:00:00,Nighttrain,pop / rock
01/01/2008 00:00:00,NikitA,pop / rock
01/01/2010 00:00:00,NKOTBSB,pop / rock
01/01/2000 00:00:00,No Angels,pop / rock
01/01/2011 00:00:00,Nudybronque,pop / rock
01/01/1989 00:00:00,Onda Vaselina,pop / rock
01/01/2010 00:00:00,One Direction,pop / rock
01/01/2007 00:00:00,One Sixth of Tommy,pop / rock
01/01/2012 00:00:00,OneGirlOneBoy,pop / rock
01/01/2004 00:00:00,OneRepublic,pop / rock
01/01/2009 00:00:00,Ook and the Elephant,pop / rock
01/01/1991 00:00:00,OutKast,pop / rock
01/01/2010 00:00:00,Outloudz,pop / rock
01/01/2000 00:00:00,OV7,pop / rock
01/01/2009 00:00:00,Paintings of Ships,pop / rock
01/01/2004 00:00:00,Panda Transport,pop / rock
01/01/2004 00:00:00,Pantomine,pop / rock
01/01/1984 00:00:00,Papa Dance,pop / rock
01/01/2008 00:00:00,Parallels,pop / rock
01/01/2011 00:00:00,Pentatonix,pop / rock
01/01/1989 00:00:00,Perfect Circles,pop / rock
01/01/2000 00:00:00,Perfume,pop / rock
01/01/1981 00:00:00,Pet Shop Boys,pop / rock
01/01/2003 00:00:00,Pink Mountaintops,pop / rock
